timestamp,line,pattern,message,pod
2026-06-01 07:11:52.255000+00:00,4835,gc_overhead,GC overhead limit warning: pause=781ms heap=86%,cart-service-7d9f8b-hsahx
2026-06-01 07:12:20.152000+00:00,4845,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:12:46.399000+00:00,4851,gc_overhead,GC overhead limit warning: pause=548ms heap=96%,cart-service-7d9f8b-y6dpb
2026-06-01 07:13:00.167000+00:00,4855,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:13:30.248000+00:00,4862,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 07:15:12.136000+00:00,4889,gc_overhead,GC overhead limit warning: pause=298ms heap=97%,cart-service-7d9f8b-xaji0
2026-06-01 07:17:15.368000+00:00,4918,gc_overhead,GC overhead limit warning: pause=677ms heap=92%,cart-service-7d9f8b-xaji0
2026-06-01 07:18:05.289000+00:00,4931,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:19:50.789000+00:00,4952,gc_overhead,GC overhead limit warning: pause=286ms heap=93%,cart-service-7d9f8b-y6dpb
2026-06-01 07:19:58.258000+00:00,4958,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:20:43.269000+00:00,4975,gc_overhead,GC overhead limit warning: pause=489ms heap=86%,cart-service-7d9f8b-hsahx
2026-06-01 07:24:43.211000+00:00,5032,gc_overhead,GC overhead limit warning: pause=614ms heap=98%,cart-service-7d9f8b-thv3a
2026-06-01 07:25:16.350000+00:00,5043,gc_overhead,GC overhead limit warning: pause=578ms heap=97%,cart-service-7d9f8b-xaji0
2026-06-01 07:27:54.327000+00:00,5075,gc_overhead,GC overhead limit warning: pause=337ms heap=88%,cart-service-7d9f8b-hsahx
2026-06-01 07:29:57.150000+00:00,5095,gc_overhead,GC overhead limit warning: pause=518ms heap=85%,cart-service-7d9f8b-hsahx
2026-06-01 07:31:14.220000+00:00,5117,gc_overhead,GC overhead limit warning: pause=398ms heap=95%,cart-service-7d9f8b-thv3a
2026-06-01 07:32:09.593000+00:00,5133,gc_overhead,GC overhead limit warning: pause=377ms heap=95%,cart-service-7d9f8b-xaji0
2026-06-01 07:32:33.965000+00:00,5136,gc_overhead,GC overhead limit warning: pause=273ms heap=90%,cart-service-7d9f8b-hsahx
2026-06-01 07:32:41.548000+00:00,5138,gc_overhead,GC overhead limit warning: pause=678ms heap=98%,cart-service-7d9f8b-hsahx
2026-06-01 07:33:00.475000+00:00,5145,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:33:19.219000+00:00,5151,gc_overhead,GC overhead limit warning: pause=355ms heap=91%,cart-service-7d9f8b-xaji0
2026-06-01 07:35:10.252000+00:00,5171,gc_overhead,GC overhead limit warning: pause=211ms heap=92%,cart-service-7d9f8b-y6dpb
2026-06-01 07:36:55.638000+00:00,5192,gc_overhead,GC overhead limit warning: pause=523ms heap=87%,cart-service-7d9f8b-thv3a
2026-06-01 07:37:17.955000+00:00,5198,gc_overhead,GC overhead limit warning: pause=742ms heap=93%,cart-service-7d9f8b-hsahx
2026-06-01 07:39:43.562000+00:00,5240,gc_overhead,GC overhead limit warning: pause=450ms heap=98%,cart-service-7d9f8b-y6dpb
2026-06-01 07:41:08.178000+00:00,5260,gc_overhead,GC overhead limit warning: pause=443ms heap=93%,cart-service-7d9f8b-y6dpb
2026-06-01 07:43:37.151000+00:00,5285,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:43:54.103000+00:00,5290,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:44:49.177000+00:00,5302,gc_overhead,GC overhead limit warning: pause=439ms heap=96%,cart-service-7d9f8b-thv3a
2026-06-01 07:44:56.161000+00:00,5306,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 07:45:02.326000+00:00,5307,gc_overhead,GC overhead limit warning: pause=294ms heap=96%,cart-service-7d9f8b-thv3a
2026-06-01 07:45:03.928000+00:00,5308,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 07:45:45.500000+00:00,5319,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:46:09.727000+00:00,5326,gc_overhead,GC overhead limit warning: pause=204ms heap=85%,cart-service-7d9f8b-y6dpb
2026-06-01 07:47:54.835000+00:00,5348,gc_overhead,GC overhead limit warning: pause=336ms heap=99%,cart-service-7d9f8b-xaji0
2026-06-01 07:48:11.310000+00:00,5355,gc_overhead,GC overhead limit warning: pause=554ms heap=86%,cart-service-7d9f8b-y6dpb
2026-06-01 07:48:22.437000+00:00,5357,gc_overhead,GC overhead limit warning: pause=599ms heap=91%,cart-service-7d9f8b-hsahx
2026-06-01 07:48:58.236000+00:00,5367,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:49:13.719000+00:00,5374,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:51:24.909000+00:00,5406,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:51:24.935000+00:00,5407,gc_overhead,GC overhead limit warning: pause=529ms heap=98%,cart-service-7d9f8b-thv3a
2026-06-01 07:51:30.177000+00:00,5410,gc_overhead,GC overhead limit warning: pause=759ms heap=99%,cart-service-7d9f8b-y6dpb
2026-06-01 07:52:51.070000+00:00,5432,gc_overhead,GC overhead limit warning: pause=575ms heap=97%,cart-service-7d9f8b-y6dpb
2026-06-01 07:53:05.114000+00:00,5435,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 07:54:25.208000+00:00,5448,gc_overhead,GC overhead limit warning: pause=418ms heap=87%,cart-service-7d9f8b-hsahx
2026-06-01 07:55:07.452000+00:00,5458,gc_overhead,GC overhead limit warning: pause=222ms heap=86%,cart-service-7d9f8b-thv3a
2026-06-01 07:55:56.850000+00:00,5466,gc_overhead,GC overhead limit warning: pause=708ms heap=99%,cart-service-7d9f8b-y6dpb
2026-06-01 07:56:31.673000+00:00,5474,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:56:34.690000+00:00,5475,gc_overhead,GC overhead limit warning: pause=348ms heap=99%,cart-service-7d9f8b-thv3a
2026-06-01 07:57:26.597000+00:00,5486,gc_overhead,GC overhead limit warning: pause=223ms heap=96%,cart-service-7d9f8b-y6dpb
2026-06-01 07:57:28.434000+00:00,5487,gc_overhead,GC overhead limit warning: pause=215ms heap=98%,cart-service-7d9f8b-hsahx
2026-06-01 07:58:12.552000+00:00,5498,gc_overhead,GC overhead limit warning: pause=346ms heap=90%,cart-service-7d9f8b-hsahx
2026-06-01 07:58:41.887000+00:00,5502,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:59:20.493000+00:00,5506,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 07:59:27.614000+00:00,5509,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 07:59:58.320000+00:00,5518,gc_overhead,GC overhead limit warning: pause=437ms heap=91%,cart-service-7d9f8b-thv3a
2026-06-01 08:01:10.897000+00:00,5538,gc_overhead,GC overhead limit warning: pause=779ms heap=89%,cart-service-7d9f8b-thv3a
2026-06-01 08:01:16.855000+00:00,5539,gc_overhead,GC overhead limit warning: pause=611ms heap=94%,cart-service-7d9f8b-thv3a
2026-06-01 08:01:23.767000+00:00,5542,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 08:02:01.382000+00:00,5550,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:02:18.689000+00:00,5551,gc_overhead,GC overhead limit warning: pause=349ms heap=96%,cart-service-7d9f8b-xaji0
2026-06-01 08:02:20.283000+00:00,5552,gc_overhead,GC overhead limit warning: pause=644ms heap=90%,cart-service-7d9f8b-y6dpb
2026-06-01 08:02:27.715000+00:00,5557,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:02:30.496000+00:00,5558,gc_overhead,GC overhead limit warning: pause=574ms heap=97%,cart-service-7d9f8b-xaji0
2026-06-01 08:03:02.367000+00:00,5567,gc_overhead,GC overhead limit warning: pause=677ms heap=97%,cart-service-7d9f8b-hsahx
2026-06-01 08:03:27.215000+00:00,5571,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:04:15.528000+00:00,5583,gc_overhead,GC overhead limit warning: pause=700ms heap=99%,cart-service-7d9f8b-hsahx
2026-06-01 08:04:44.115000+00:00,5593,gc_overhead,GC overhead limit warning: pause=538ms heap=87%,cart-service-7d9f8b-hsahx
2026-06-01 08:07:54.778000+00:00,5638,gc_overhead,GC overhead limit warning: pause=467ms heap=89%,cart-service-7d9f8b-hsahx
2026-06-01 08:12:09.831000+00:00,5692,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 08:15:23.073000+00:00,5736,gc_overhead,GC overhead limit warning: pause=626ms heap=93%,cart-service-7d9f8b-hsahx
2026-06-01 08:15:26.879000+00:00,5739,gc_overhead,GC overhead limit warning: pause=587ms heap=95%,cart-service-7d9f8b-y6dpb
2026-06-01 08:15:46.729000+00:00,5744,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 08:18:42.345000+00:00,5780,gc_overhead,GC overhead limit warning: pause=719ms heap=97%,cart-service-7d9f8b-xaji0
2026-06-01 08:22:52.900000+00:00,5844,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:23:01.991000+00:00,5848,gc_overhead,GC overhead limit warning: pause=235ms heap=93%,cart-service-7d9f8b-y6dpb
2026-06-01 08:23:32.668000+00:00,5859,gc_overhead,GC overhead limit warning: pause=272ms heap=98%,cart-service-7d9f8b-thv3a
2026-06-01 08:27:11.855000+00:00,5914,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:27:21.244000+00:00,5917,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:28:28.158000+00:00,5935,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:31:50.407000+00:00,5976,gc_overhead,GC overhead limit warning: pause=664ms heap=96%,cart-service-7d9f8b-thv3a
2026-06-01 08:32:24.898000+00:00,5987,gc_overhead,GC overhead limit warning: pause=446ms heap=98%,cart-service-7d9f8b-y6dpb
2026-06-01 08:33:23.153000+00:00,6003,gc_overhead,GC overhead limit warning: pause=338ms heap=92%,cart-service-7d9f8b-y6dpb
2026-06-01 08:33:32.656000+00:00,6006,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:34:17.967000+00:00,6016,gc_overhead,GC overhead limit warning: pause=636ms heap=91%,cart-service-7d9f8b-thv3a
2026-06-01 08:35:04.882000+00:00,6026,gc_overhead,GC overhead limit warning: pause=248ms heap=89%,cart-service-7d9f8b-xaji0
2026-06-01 08:36:53.935000+00:00,6046,gc_overhead,GC overhead limit warning: pause=697ms heap=96%,cart-service-7d9f8b-y6dpb
2026-06-01 08:37:09.466000+00:00,6051,gc_overhead,GC overhead limit warning: pause=497ms heap=86%,cart-service-7d9f8b-thv3a
2026-06-01 08:37:13.798000+00:00,6054,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:37:23.018000+00:00,6058,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:41:14.508000+00:00,6105,gc_overhead,GC overhead limit warning: pause=436ms heap=89%,cart-service-7d9f8b-hsahx
2026-06-01 08:45:11.699000+00:00,6169,gc_overhead,GC overhead limit warning: pause=736ms heap=85%,cart-service-7d9f8b-hsahx
2026-06-01 08:46:09.307000+00:00,6180,gc_overhead,GC overhead limit warning: pause=729ms heap=98%,cart-service-7d9f8b-hsahx
2026-06-01 08:48:15.773000+00:00,6212,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:48:52.571000+00:00,6218,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 08:49:24.751000+00:00,6228,gc_overhead,GC overhead limit warning: pause=235ms heap=96%,cart-service-7d9f8b-hsahx
2026-06-01 08:51:31.819000+00:00,6258,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:52:15.472000+00:00,6269,gc_overhead,GC overhead limit warning: pause=783ms heap=89%,cart-service-7d9f8b-y6dpb
2026-06-01 08:53:38.756000+00:00,6284,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 08:54:09.236000+00:00,6294,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 08:54:39.636000+00:00,6300,gc_overhead,GC overhead limit warning: pause=483ms heap=98%,cart-service-7d9f8b-thv3a
2026-06-01 08:54:55.324000+00:00,6304,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:57:26.592000+00:00,6342,gc_overhead,GC overhead limit warning: pause=282ms heap=94%,cart-service-7d9f8b-y6dpb
2026-06-01 08:57:47.414000+00:00,6346,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 08:58:47.218000+00:00,6361,gc_overhead,GC overhead limit warning: pause=554ms heap=86%,cart-service-7d9f8b-hsahx
2026-06-01 09:01:41.323000+00:00,6398,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:05:41.664000+00:00,6446,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:05:45.988000+00:00,6447,gc_overhead,GC overhead limit warning: pause=670ms heap=96%,cart-service-7d9f8b-thv3a
2026-06-01 09:06:16.336000+00:00,6451,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 09:06:39.450000+00:00,6462,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:06:53.303000+00:00,6464,gc_overhead,GC overhead limit warning: pause=409ms heap=93%,cart-service-7d9f8b-xaji0
2026-06-01 09:08:46.803000+00:00,6493,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 09:08:48.544000+00:00,6494,gc_overhead,GC overhead limit warning: pause=638ms heap=92%,cart-service-7d9f8b-xaji0
2026-06-01 09:10:11.142000+00:00,6516,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 09:10:42.745000+00:00,6523,gc_overhead,GC overhead limit warning: pause=678ms heap=98%,cart-service-7d9f8b-xaji0
2026-06-01 09:11:25.121000+00:00,6534,gc_overhead,GC overhead limit warning: pause=269ms heap=93%,cart-service-7d9f8b-xaji0
2026-06-01 09:12:27.638000+00:00,6549,gc_overhead,GC overhead limit warning: pause=333ms heap=95%,cart-service-7d9f8b-xaji0
2026-06-01 09:12:52.686000+00:00,6552,gc_overhead,GC overhead limit warning: pause=286ms heap=85%,cart-service-7d9f8b-y6dpb
2026-06-01 09:13:52.726000+00:00,6567,gc_overhead,GC overhead limit warning: pause=481ms heap=91%,cart-service-7d9f8b-xaji0
2026-06-01 09:14:08.805000+00:00,6571,gc_overhead,GC overhead limit warning: pause=336ms heap=91%,cart-service-7d9f8b-thv3a
2026-06-01 09:14:30.444000+00:00,6574,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:17:05.870000+00:00,6609,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 09:17:14.959000+00:00,6614,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 09:18:31.850000+00:00,6629,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-hsahx
2026-06-01 09:20:24.789000+00:00,6660,gc_overhead,GC overhead limit warning: pause=755ms heap=94%,cart-service-7d9f8b-thv3a
2026-06-01 09:21:04.616000+00:00,6666,gc_overhead,GC overhead limit warning: pause=230ms heap=90%,cart-service-7d9f8b-xaji0
2026-06-01 09:21:06.799000+00:00,6667,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-xaji0
2026-06-01 09:21:09.422000+00:00,6668,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:21:19.835000+00:00,6669,gc_overhead,GC overhead limit warning: pause=371ms heap=95%,cart-service-7d9f8b-hsahx
2026-06-01 09:21:41.754000+00:00,6674,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 09:23:09.725000+00:00,6694,gc_overhead,GC overhead limit warning: pause=780ms heap=98%,cart-service-7d9f8b-thv3a
2026-06-01 09:24:11.763000+00:00,6710,gc_overhead,GC overhead limit warning: pause=537ms heap=87%,cart-service-7d9f8b-hsahx
2026-06-01 09:24:24.771000+00:00,6715,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 09:25:49.029000+00:00,6739,gc_overhead,GC overhead limit warning: pause=636ms heap=94%,cart-service-7d9f8b-xaji0
2026-06-01 09:26:02.269000+00:00,6743,gc_overhead,GC overhead limit warning: pause=443ms heap=99%,cart-service-7d9f8b-xaji0
2026-06-01 09:26:47.522000+00:00,6754,gc_overhead,GC overhead limit warning: pause=365ms heap=95%,cart-service-7d9f8b-thv3a
2026-06-01 09:28:40.905000+00:00,6774,gc_overhead,GC overhead limit warning: pause=278ms heap=85%,cart-service-7d9f8b-xaji0
2026-06-01 09:28:58.112000+00:00,6779,gc_overhead,GC overhead limit warning: pause=725ms heap=88%,cart-service-7d9f8b-y6dpb
2026-06-01 09:29:52.162000+00:00,6794,gc_overhead,GC overhead limit warning: pause=525ms heap=94%,cart-service-7d9f8b-hsahx
2026-06-01 09:32:42.756000+00:00,6835,gc_overhead,GC overhead limit warning: pause=487ms heap=97%,cart-service-7d9f8b-thv3a
2026-06-01 09:32:52.501000+00:00,6840,gc_overhead,GC overhead limit warning: pause=725ms heap=99%,cart-service-7d9f8b-y6dpb
2026-06-01 09:32:57.712000+00:00,6842,gc_overhead,GC overhead limit warning: pause=223ms heap=87%,cart-service-7d9f8b-thv3a
2026-06-01 09:33:14.573000+00:00,6847,gc_overhead,GC overhead limit warning: pause=792ms heap=97%,cart-service-7d9f8b-thv3a
2026-06-01 09:34:49.748000+00:00,6864,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-y6dpb
2026-06-01 09:38:45.034000+00:00,6912,cache_eviction_failed,ProductCatalogCache eviction failed: heap pressure too high,cart-service-7d9f8b-thv3a
2026-06-01 09:39:49.254000+00:00,6927,gc_overhead,GC overhead limit warning: pause=477ms heap=91%,cart-service-7d9f8b-xaji0
2026-06-01 09:40:37.377000+00:00,6937,gc_overhead,GC overhead limit warning: pause=344ms heap=96%,cart-service-7d9f8b-y6dpb
2026-06-01 09:40:46.328000+00:00,6940,gc_overhead,GC overhead limit warning: pause=249ms heap=88%,cart-service-7d9f8b-y6dpb
