timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T00:48:00Z,36.01,32.9,25.02,0.0
2026-06-01T00:48:30Z,28.37,25.6,15.07,0.03
2026-06-01T00:49:00Z,31.8,62.3,14.76,0.0
2026-06-01T00:49:30Z,24.86,43.5,23.61,0.01
2026-06-01T00:50:00Z,27.31,20.0,21.09,0.0
2026-06-01T00:50:30Z,31.02,47.5,12.4,0.0
2026-06-01T00:51:00Z,29.74,20.0,27.6,0.0
2026-06-01T00:51:30Z,29.11,20.0,13.79,1.5
2026-06-01T00:52:00Z,27.51,63.6,9.97,0.84
2026-06-01T00:52:30Z,28.08,59.7,13.21,1.5
2026-06-01T00:53:00Z,33.07,46.3,23.98,0.15
2026-06-01T00:53:30Z,25.84,38.9,9.59,0.0
2026-06-01T00:54:00Z,30.51,47.6,7.36,0.0
2026-06-01T00:54:30Z,31.56,20.0,19.36,0.62
2026-06-01T00:55:00Z,28.5,63.1,17.88,0.34
2026-06-01T00:55:30Z,25.05,20.0,21.54,0.0
2026-06-01T00:56:00Z,27.13,41.8,20.87,0.61
2026-06-01T00:56:30Z,26.56,48.0,19.97,0.0
2026-06-01T00:57:00Z,28.92,20.0,32.96,0.0
2026-06-01T00:57:30Z,27.55,29.9,19.63,0.94
2026-06-01T00:58:00Z,33.59,43.0,8.36,0.0
2026-06-01T00:58:30Z,32.65,22.8,18.13,0.87
2026-06-01T00:59:00Z,23.52,70.7,19.42,0.0
2026-06-01T00:59:30Z,30.96,28.4,11.73,0.0
2026-06-01T01:00:00Z,29.44,39.5,10.92,1.5
2026-06-01T01:00:30Z,30.89,20.9,12.75,0.59
2026-06-01T01:01:00Z,22.57,20.0,26.44,1.5
2026-06-01T01:01:30Z,27.66,37.3,29.74,0.0
2026-06-01T01:02:00Z,26.76,46.5,19.33,0.0
2026-06-01T01:02:30Z,26.16,20.0,28.54,0.0
2026-06-01T01:03:00Z,28.52,22.9,22.96,0.91
2026-06-01T01:03:30Z,36.45,20.0,22.95,0.73
2026-06-01T01:04:00Z,21.48,47.4,29.49,0.29
2026-06-01T01:04:30Z,29.79,37.8,20.02,0.92
2026-06-01T01:05:00Z,30.09,28.4,12.91,0.0
2026-06-01T01:05:30Z,30.46,45.3,6.74,0.0
2026-06-01T01:06:00Z,31.06,20.0,21.86,1.5
2026-06-01T01:06:30Z,33.29,33.7,33.9,0.32
2026-06-01T01:07:00Z,24.56,78.0,17.66,1.39
2026-06-01T01:07:30Z,31.26,32.1,22.1,1.5
2026-06-01T01:08:00Z,22.72,46.2,8.64,0.36
2026-06-01T01:08:30Z,26.03,24.9,3.72,0.22
2026-06-01T01:09:00Z,34.19,37.6,20.15,0.03
2026-06-01T01:09:30Z,31.39,65.9,12.11,0.62
2026-06-01T01:10:00Z,31.51,22.9,25.75,0.0
2026-06-01T01:10:30Z,31.5,36.8,26.39,0.0
2026-06-01T01:11:00Z,24.91,20.0,22.76,1.5
2026-06-01T01:11:30Z,31.71,68.6,28.35,0.8
2026-06-01T01:12:00Z,37.05,31.4,29.21,0.0
2026-06-01T01:12:30Z,25.55,46.4,28.72,0.53
2026-06-01T01:13:00Z,28.59,20.0,15.5,1.38
2026-06-01T01:13:30Z,28.38,20.0,16.1,0.0
2026-06-01T01:14:00Z,30.64,58.1,9.87,0.46
2026-06-01T01:14:30Z,32.42,74.6,19.74,1.06
2026-06-01T01:15:00Z,25.96,20.0,18.09,0.0
2026-06-01T01:15:30Z,26.81,20.0,20.43,0.0
2026-06-01T01:16:00Z,22.71,20.0,29.78,0.0
2026-06-01T01:16:30Z,30.32,22.8,6.22,0.0
2026-06-01T01:17:00Z,25.5,44.7,13.56,0.45
2026-06-01T01:17:30Z,25.56,47.3,8.44,0.0
2026-06-01T01:18:00Z,23.94,39.5,5.61,0.0
2026-06-01T01:18:30Z,28.23,36.0,12.33,0.07
2026-06-01T01:19:00Z,30.56,26.8,13.0,0.13
2026-06-01T01:19:30Z,33.54,62.9,20.27,0.58
2026-06-01T01:20:00Z,32.43,46.3,13.71,1.5
2026-06-01T01:20:30Z,27.15,63.4,21.35,0.0
2026-06-01T01:21:00Z,31.01,38.8,23.71,1.5
2026-06-01T01:21:30Z,30.81,20.0,13.34,1.5
2026-06-01T01:22:00Z,25.85,20.0,22.44,1.5
2026-06-01T01:22:30Z,26.66,72.6,7.59,1.5
2026-06-01T01:23:00Z,30.89,41.2,26.83,0.0
2026-06-01T01:23:30Z,19.14,55.9,23.23,1.44
2026-06-01T01:24:00Z,23.55,44.6,15.21,0.0
2026-06-01T01:24:30Z,32.97,61.8,22.87,1.41
2026-06-01T01:25:00Z,24.37,34.9,25.88,0.0
2026-06-01T01:25:30Z,36.38,22.0,13.67,0.46
2026-06-01T01:26:00Z,25.09,48.4,12.74,0.0
2026-06-01T01:26:30Z,28.6,39.9,22.57,0.0
2026-06-01T01:27:00Z,25.9,20.0,30.72,1.13
2026-06-01T01:27:30Z,29.56,40.6,5.98,0.91
2026-06-01T01:28:00Z,21.84,49.1,16.27,0.0
2026-06-01T01:28:30Z,32.2,41.8,28.59,0.0
2026-06-01T01:29:00Z,32.3,38.3,21.6,0.0
2026-06-01T01:29:30Z,23.15,28.2,21.93,0.62
2026-06-01T01:30:00Z,18.04,39.0,2.0,1.33
2026-06-01T01:30:30Z,26.13,20.0,15.43,0.74
2026-06-01T01:31:00Z,29.17,40.9,36.54,0.25
2026-06-01T01:31:30Z,18.08,89.1,27.8,0.0
2026-06-01T01:32:00Z,20.48,46.5,16.7,0.0
2026-06-01T01:32:30Z,30.2,31.1,23.46,0.0
2026-06-01T01:33:00Z,24.7,46.8,14.79,0.0
2026-06-01T01:33:30Z,23.0,29.9,24.02,0.0
2026-06-01T01:34:00Z,22.45,60.6,12.41,0.38
2026-06-01T01:34:30Z,21.58,39.8,21.19,0.0
2026-06-01T01:35:00Z,21.64,20.0,21.98,1.29
2026-06-01T01:35:30Z,31.35,37.6,18.88,0.79
2026-06-01T01:36:00Z,23.34,72.4,18.31,0.0
2026-06-01T01:36:30Z,28.86,55.4,21.44,0.18
2026-06-01T01:37:00Z,27.3,33.3,17.94,0.47
2026-06-01T01:37:30Z,18.21,20.0,13.98,0.0
2026-06-01T01:38:00Z,26.56,65.9,16.5,0.21
2026-06-01T01:38:30Z,21.89,68.9,26.29,1.5
2026-06-01T01:39:00Z,29.57,53.1,18.94,0.0
2026-06-01T01:39:30Z,23.15,20.0,20.3,0.0
2026-06-01T01:40:00Z,29.61,60.6,13.55,0.0
2026-06-01T01:40:30Z,25.36,20.0,20.91,0.0
2026-06-01T01:41:00Z,29.68,39.3,7.63,0.0
2026-06-01T01:41:30Z,31.29,41.9,15.18,0.62
2026-06-01T01:42:00Z,22.14,20.0,25.57,0.0
2026-06-01T01:42:30Z,24.79,46.0,7.7,1.0
2026-06-01T01:43:00Z,24.44,45.3,11.28,0.0
2026-06-01T01:43:30Z,22.53,63.6,32.82,0.44
2026-06-01T01:44:00Z,27.95,20.0,19.33,0.84
2026-06-01T01:44:30Z,33.58,20.0,13.3,1.13
2026-06-01T01:45:00Z,27.21,20.0,12.66,0.0
2026-06-01T01:45:30Z,29.73,30.8,2.0,0.0
2026-06-01T01:46:00Z,28.25,39.6,31.21,0.01
2026-06-01T01:46:30Z,26.12,32.5,14.25,0.48
2026-06-01T01:47:00Z,33.66,38.6,21.05,0.6
2026-06-01T01:47:30Z,22.12,20.0,28.76,0.0
2026-06-01T01:48:00Z,28.5,56.8,18.37,0.0
2026-06-01T01:48:30Z,30.72,28.7,8.59,0.0
2026-06-01T01:49:00Z,31.11,53.9,20.42,0.0
2026-06-01T01:49:30Z,28.08,32.9,16.07,0.0
2026-06-01T01:50:00Z,19.65,27.5,20.5,0.0
2026-06-01T01:50:30Z,26.36,20.0,15.47,0.16
2026-06-01T01:51:00Z,27.54,27.8,26.19,0.0
2026-06-01T01:51:30Z,23.5,69.5,16.7,0.07
2026-06-01T01:52:00Z,28.61,77.1,9.39,0.0
2026-06-01T01:52:30Z,26.69,20.0,3.39,0.0
2026-06-01T01:53:00Z,28.54,56.4,15.41,0.0
2026-06-01T01:53:30Z,26.27,41.3,13.26,0.0
2026-06-01T01:54:00Z,16.19,53.3,19.75,0.35
2026-06-01T01:54:30Z,26.25,50.8,2.0,1.08
2026-06-01T01:55:00Z,30.91,20.0,21.95,0.44
2026-06-01T01:55:30Z,21.52,47.5,17.02,0.0
2026-06-01T01:56:00Z,26.85,41.0,12.35,0.0
2026-06-01T01:56:30Z,19.96,53.5,19.12,0.0
2026-06-01T01:57:00Z,33.1,44.0,3.8,1.5
2026-06-01T01:57:30Z,22.6,20.0,12.42,0.75
2026-06-01T01:58:00Z,27.72,30.0,13.16,0.09
2026-06-01T01:58:30Z,27.79,45.3,7.25,0.0
2026-06-01T01:59:00Z,27.8,39.4,25.7,0.73
2026-06-01T01:59:30Z,29.79,20.0,16.88,0.0
2026-06-01T02:00:00Z,26.45,42.4,5.18,0.0
2026-06-01T02:00:30Z,23.32,44.1,13.82,1.5
2026-06-01T02:01:00Z,20.96,20.0,14.19,0.0
2026-06-01T02:01:30Z,19.82,32.2,18.21,0.0
2026-06-01T02:02:00Z,17.86,49.7,24.08,0.13
2026-06-01T02:02:30Z,27.02,25.3,22.21,0.29
2026-06-01T02:03:00Z,32.86,29.7,32.89,1.5
2026-06-01T02:03:30Z,27.64,38.3,10.6,1.5
2026-06-01T02:04:00Z,18.42,29.5,10.1,0.0
2026-06-01T02:04:30Z,22.09,38.3,13.34,0.0
2026-06-01T02:05:00Z,34.95,51.6,12.72,0.57
2026-06-01T02:05:30Z,23.76,37.8,23.2,0.0
2026-06-01T02:06:00Z,22.73,58.6,18.38,0.0
2026-06-01T02:06:30Z,25.06,20.0,10.15,0.0
2026-06-01T02:07:00Z,26.89,45.3,19.36,0.1
2026-06-01T02:07:30Z,24.81,32.4,14.81,1.2
2026-06-01T02:08:00Z,22.91,46.0,20.41,0.0
2026-06-01T02:08:30Z,23.5,38.7,16.9,0.39
2026-06-01T02:09:00Z,24.41,20.0,4.37,0.0
2026-06-01T02:09:30Z,22.84,20.0,4.06,0.0
2026-06-01T02:10:00Z,26.1,28.7,15.9,0.0
2026-06-01T02:10:30Z,20.62,42.9,20.68,1.5
2026-06-01T02:11:00Z,23.69,51.8,11.87,1.12
2026-06-01T02:11:30Z,25.67,22.4,25.52,1.38
2026-06-01T02:12:00Z,24.85,58.4,17.26,0.47
2026-06-01T02:12:30Z,29.88,24.8,15.17,0.0
2026-06-01T02:13:00Z,21.9,22.9,22.11,1.5
2026-06-01T02:13:30Z,22.67,64.4,18.45,0.0
2026-06-01T02:14:00Z,24.96,64.3,20.63,1.18
2026-06-01T02:14:30Z,24.19,20.0,18.2,1.31
2026-06-01T02:15:00Z,29.97,41.8,20.82,0.24
2026-06-01T02:15:30Z,27.98,23.6,19.05,0.88
2026-06-01T02:16:00Z,18.63,29.6,15.71,0.92
2026-06-01T02:16:30Z,23.26,20.0,2.84,0.0
2026-06-01T02:17:00Z,21.04,84.9,13.67,0.93
2026-06-01T02:17:30Z,24.18,20.0,18.1,0.0
2026-06-01T02:18:00Z,18.17,38.1,32.53,0.0
2026-06-01T02:18:30Z,22.02,61.5,25.09,0.6
2026-06-01T02:19:00Z,26.25,31.9,11.73,0.24
2026-06-01T02:19:30Z,23.77,28.6,17.8,0.0
2026-06-01T02:20:00Z,23.12,62.0,8.1,0.8
2026-06-01T02:20:30Z,35.46,78.3,18.39,0.0
2026-06-01T02:21:00Z,23.85,21.0,25.21,0.0
2026-06-01T02:21:30Z,23.98,65.7,14.82,0.0
2026-06-01T02:22:00Z,27.85,60.2,34.47,0.0
2026-06-01T02:22:30Z,26.73,52.8,20.01,0.0
2026-06-01T02:23:00Z,22.91,21.6,24.26,0.32
2026-06-01T02:23:30Z,30.29,37.7,12.72,0.0
2026-06-01T02:24:00Z,24.92,85.4,28.96,1.5
2026-06-01T02:24:30Z,28.76,28.7,11.27,0.0
2026-06-01T02:25:00Z,28.98,39.1,29.02,0.0
2026-06-01T02:25:30Z,27.7,20.0,18.65,0.0
2026-06-01T02:26:00Z,30.89,20.0,22.44,0.0
2026-06-01T02:26:30Z,27.62,20.0,16.0,0.0
2026-06-01T02:27:00Z,24.23,49.1,10.75,0.03
2026-06-01T02:27:30Z,30.5,36.9,27.58,1.03
2026-06-01T02:28:00Z,14.24,20.0,25.13,0.48
2026-06-01T02:28:30Z,23.88,33.0,13.47,0.46
2026-06-01T02:29:00Z,20.21,51.2,25.52,0.0
2026-06-01T02:29:30Z,18.94,20.0,20.36,0.07
2026-06-01T02:30:00Z,30.35,27.0,25.6,0.22
2026-06-01T02:30:30Z,20.1,44.1,24.75,0.0
2026-06-01T02:31:00Z,32.44,20.0,12.99,0.21
2026-06-01T02:31:30Z,16.32,29.9,14.73,0.76
2026-06-01T02:32:00Z,20.32,57.3,24.72,0.86
2026-06-01T02:32:30Z,21.51,20.0,12.72,0.0
2026-06-01T02:33:00Z,23.91,39.3,24.47,0.0
2026-06-01T02:33:30Z,21.65,76.0,23.4,0.0
2026-06-01T02:34:00Z,18.06,33.0,18.29,0.15
2026-06-01T02:34:30Z,25.76,37.6,12.68,1.09
2026-06-01T02:35:00Z,28.99,63.3,26.6,0.0
2026-06-01T02:35:30Z,23.09,63.4,27.63,0.28
2026-06-01T02:36:00Z,25.35,66.1,10.5,0.0
2026-06-01T02:36:30Z,31.32,45.4,9.52,1.26
2026-06-01T02:37:00Z,19.88,20.0,18.06,1.5
2026-06-01T02:37:30Z,22.12,29.2,14.64,0.0
2026-06-01T02:38:00Z,21.81,20.0,8.1,0.0
2026-06-01T02:38:30Z,19.47,48.9,17.82,1.43
2026-06-01T02:39:00Z,28.74,38.5,17.02,0.06
2026-06-01T02:39:30Z,29.6,36.7,14.7,0.0
2026-06-01T02:40:00Z,25.81,20.0,23.2,1.5
2026-06-01T02:40:30Z,26.16,24.7,19.22,0.0
2026-06-01T02:41:00Z,17.0,33.2,19.95,0.0
2026-06-01T02:41:30Z,31.98,49.2,21.78,0.0
2026-06-01T02:42:00Z,27.19,30.4,23.16,0.33
2026-06-01T02:42:30Z,28.89,83.0,18.93,1.17
2026-06-01T02:43:00Z,28.86,45.7,19.66,0.91
2026-06-01T02:43:30Z,28.07,20.0,13.96,0.65
2026-06-01T02:44:00Z,25.03,63.1,16.42,0.0
2026-06-01T02:44:30Z,19.88,48.5,18.03,0.0
2026-06-01T02:45:00Z,24.58,20.0,17.64,0.0
2026-06-01T02:45:30Z,23.51,56.9,10.53,0.43
2026-06-01T02:46:00Z,20.6,20.0,9.73,1.5
2026-06-01T02:46:30Z,21.28,44.4,13.44,0.16
2026-06-01T02:47:00Z,23.91,47.3,9.85,0.0
2026-06-01T02:47:30Z,27.7,52.4,25.26,1.18
2026-06-01T02:48:00Z,21.03,69.2,23.55,0.91
2026-06-01T02:48:30Z,23.98,45.8,18.86,0.28
2026-06-01T02:49:00Z,25.74,48.4,15.75,0.68
2026-06-01T02:49:30Z,27.76,20.0,31.71,0.0
2026-06-01T02:50:00Z,26.96,31.9,17.66,0.0
2026-06-01T02:50:30Z,27.46,53.6,29.11,0.0
2026-06-01T02:51:00Z,21.77,65.1,22.3,0.0
2026-06-01T02:51:30Z,21.79,43.5,14.97,0.64
2026-06-01T02:52:00Z,23.22,56.0,3.35,0.9
2026-06-01T02:52:30Z,27.56,31.9,17.36,0.0
2026-06-01T02:53:00Z,19.61,42.0,19.57,0.25
2026-06-01T02:53:30Z,18.75,46.9,28.26,0.0
2026-06-01T02:54:00Z,30.18,59.4,6.64,0.0
2026-06-01T02:54:30Z,25.67,51.6,14.58,1.5
2026-06-01T02:55:00Z,18.68,20.0,19.16,0.0
2026-06-01T02:55:30Z,19.56,25.2,2.0,0.56
2026-06-01T02:56:00Z,26.27,69.8,28.1,0.0
2026-06-01T02:56:30Z,23.66,20.0,15.59,0.0
2026-06-01T02:57:00Z,26.1,55.6,15.96,0.0
2026-06-01T02:57:30Z,25.65,54.2,19.39,0.93
2026-06-01T02:58:00Z,13.35,22.8,9.18,0.0
2026-06-01T02:58:30Z,18.95,20.0,2.0,0.0
2026-06-01T02:59:00Z,24.17,35.4,6.97,1.32
2026-06-01T02:59:30Z,19.94,77.2,7.82,0.0
2026-06-01T03:00:00Z,27.13,65.3,19.63,0.45
2026-06-01T03:00:30Z,23.5,71.5,20.38,0.5
2026-06-01T03:01:00Z,25.44,66.7,20.86,0.58
2026-06-01T03:01:30Z,25.83,41.7,22.62,0.47
2026-06-01T03:02:00Z,24.35,98.3,20.95,1.58
2026-06-01T03:02:30Z,30.64,74.1,20.89,0.82
2026-06-01T03:03:00Z,20.82,136.3,26.47,0.91
2026-06-01T03:03:30Z,23.65,105.6,35.93,0.91
2026-06-01T03:04:00Z,17.35,76.4,29.61,2.8
2026-06-01T03:04:30Z,23.34,156.9,28.6,1.44
2026-06-01T03:05:00Z,26.79,222.3,20.78,1.37
2026-06-01T03:05:30Z,29.11,224.3,19.38,2.17
2026-06-01T03:06:00Z,30.02,240.3,22.96,1.56
2026-06-01T03:06:30Z,18.67,148.9,23.37,1.31
2026-06-01T03:07:00Z,24.9,318.3,30.65,2.73
2026-06-01T03:07:30Z,23.48,177.0,41.32,2.28
2026-06-01T03:08:00Z,22.84,263.3,15.25,4.17
2026-06-01T03:08:30Z,18.04,213.9,25.67,3.66
2026-06-01T03:09:00Z,22.11,301.8,38.39,3.93
2026-06-01T03:09:30Z,28.72,292.0,34.54,2.98
2026-06-01T03:10:00Z,25.94,237.6,43.35,3.86
2026-06-01T03:10:30Z,25.08,386.4,27.42,4.11
2026-06-01T03:11:00Z,25.19,234.9,22.49,4.23
2026-06-01T03:11:30Z,28.81,305.6,32.77,3.83
2026-06-01T03:12:00Z,26.58,375.7,29.39,2.76
2026-06-01T03:12:30Z,19.49,426.6,44.07,4.74
2026-06-01T03:13:00Z,24.22,443.4,41.75,3.77
2026-06-01T03:13:30Z,19.59,313.9,31.66,4.56
2026-06-01T03:14:00Z,24.07,287.1,49.57,2.95
2026-06-01T03:14:30Z,20.59,337.0,37.5,4.65
2026-06-01T03:15:00Z,26.03,400.3,42.78,4.53
2026-06-01T03:15:30Z,26.56,506.6,35.71,4.3
2026-06-01T03:16:00Z,24.32,435.8,44.81,3.45
2026-06-01T03:16:30Z,33.09,516.3,47.8,3.72
2026-06-01T03:17:00Z,23.76,416.5,44.22,3.78
2026-06-01T03:17:30Z,22.29,491.6,34.53,6.66
2026-06-01T03:18:00Z,24.33,385.3,49.35,6.47
2026-06-01T03:18:30Z,25.84,386.3,57.88,6.19
2026-06-01T03:19:00Z,22.18,613.7,41.98,5.73
2026-06-01T03:19:30Z,25.21,532.4,46.96,3.67
2026-06-01T03:20:00Z,24.17,422.6,36.81,5.93
2026-06-01T03:20:30Z,19.96,573.2,32.33,6.17
2026-06-01T03:21:00Z,23.48,457.9,65.19,6.94
2026-06-01T03:21:30Z,22.63,415.6,61.3,5.22
2026-06-01T03:22:00Z,26.12,779.2,49.97,4.06
2026-06-01T03:22:30Z,23.74,761.8,51.99,6.85
2026-06-01T03:23:00Z,29.32,805.2,51.3,8.19
2026-06-01T03:23:30Z,18.33,475.2,53.26,7.7
2026-06-01T03:24:00Z,28.23,606.8,54.26,8.94
2026-06-01T03:24:30Z,29.88,813.0,55.23,8.47
2026-06-01T03:25:00Z,25.43,900.2,61.51,7.05
2026-06-01T03:25:30Z,27.64,696.8,62.93,7.98
2026-06-01T03:26:00Z,21.63,558.5,50.91,10.59
2026-06-01T03:26:30Z,23.13,817.9,56.34,6.56
2026-06-01T03:27:00Z,23.24,674.6,67.44,9.34
2026-06-01T03:27:30Z,26.63,896.2,55.09,10.23
2026-06-01T03:28:00Z,24.14,804.4,50.41,7.57
2026-06-01T03:28:30Z,18.32,876.6,57.18,4.36
2026-06-01T03:29:00Z,26.83,814.3,44.91,8.2
2026-06-01T03:29:30Z,25.45,504.1,67.46,5.07
2026-06-01T03:30:00Z,21.27,559.8,52.67,9.75
2026-06-01T03:30:30Z,24.58,799.5,51.47,4.89
2026-06-01T03:31:00Z,18.6,621.5,58.38,8.44
2026-06-01T03:31:30Z,31.23,814.2,64.64,7.23
2026-06-01T03:32:00Z,22.83,595.5,54.94,5.26
2026-06-01T03:32:30Z,23.52,719.7,50.83,9.76
2026-06-01T03:33:00Z,28.33,935.6,72.52,5.57
2026-06-01T03:33:30Z,22.48,842.1,59.53,6.88
2026-06-01T03:34:00Z,18.1,1033.5,66.74,6.43
2026-06-01T03:34:30Z,22.56,1033.0,73.59,6.04
2026-06-01T03:35:00Z,26.45,682.0,63.76,6.83
2026-06-01T03:35:30Z,28.97,892.2,59.65,5.55
2026-06-01T03:36:00Z,22.6,740.5,70.37,8.96
2026-06-01T03:36:30Z,22.89,738.2,54.21,11.7
2026-06-01T03:37:00Z,32.99,533.2,56.18,8.99
2026-06-01T03:37:30Z,30.97,1061.8,51.21,9.47
2026-06-01T03:38:00Z,24.9,1066.6,61.02,7.82
2026-06-01T03:38:30Z,26.29,964.3,72.17,8.3
2026-06-01T03:39:00Z,24.53,651.6,65.44,11.11
2026-06-01T03:39:30Z,30.3,954.9,55.68,9.45
2026-06-01T03:40:00Z,22.62,731.0,73.09,6.7
2026-06-01T03:40:30Z,23.83,609.2,69.04,9.33
2026-06-01T03:41:00Z,28.58,604.0,59.55,11.65
2026-06-01T03:41:30Z,24.17,652.8,66.02,6.85
2026-06-01T03:42:00Z,20.38,636.8,69.04,10.27
2026-06-01T03:42:30Z,25.83,1026.7,86.54,10.05
2026-06-01T03:43:00Z,23.64,1082.7,80.31,8.91
2026-06-01T03:43:30Z,25.37,1096.3,57.01,6.9
