timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T00:27:30Z,19.68,69.6,0.15,0.5
2026-06-01T00:28:00Z,15.64,65.4,0.1,0.24
2026-06-01T00:28:30Z,15.87,40.0,0.3,0.32
2026-06-01T00:29:00Z,16.36,75.8,0.24,0.18
2026-06-01T00:29:30Z,17.3,40.0,0.26,0.06
2026-06-01T00:30:00Z,17.63,88.7,0.22,0.27
2026-06-01T00:30:30Z,15.02,97.0,0.1,0.12
2026-06-01T00:31:00Z,15.99,62.8,0.31,0.14
2026-06-01T00:31:30Z,14.26,61.4,0.28,0.43
2026-06-01T00:32:00Z,15.04,48.6,0.37,0.48
2026-06-01T00:32:30Z,16.24,66.1,0.14,0.04
2026-06-01T00:33:00Z,18.97,61.1,0.36,0.24
2026-06-01T00:33:30Z,18.07,83.4,0.33,0.11
2026-06-01T00:34:00Z,16.05,91.8,0.31,0.14
2026-06-01T00:34:30Z,12.51,40.0,0.24,0.03
2026-06-01T00:35:00Z,13.66,42.3,0.01,0.16
2026-06-01T00:35:30Z,13.77,82.7,0.31,0.37
2026-06-01T00:36:00Z,16.62,94.1,0.24,0.06
2026-06-01T00:36:30Z,13.45,60.3,0.05,0.14
2026-06-01T00:37:00Z,12.15,59.2,0.29,0.24
2026-06-01T00:37:30Z,14.61,96.3,0.23,0.28
2026-06-01T00:38:00Z,16.03,70.3,0.0,0.03
2026-06-01T00:38:30Z,16.1,42.4,0.08,0.01
2026-06-01T00:39:00Z,16.05,86.4,0.33,0.48
2026-06-01T00:39:30Z,14.2,62.0,0.01,0.02
2026-06-01T00:40:00Z,16.52,55.5,0.37,0.34
2026-06-01T00:40:30Z,16.13,44.5,0.38,0.13
2026-06-01T00:41:00Z,14.15,55.1,0.11,0.31
2026-06-01T00:41:30Z,17.98,72.1,0.26,0.43
2026-06-01T00:42:00Z,12.53,74.3,0.15,0.03
2026-06-01T00:42:30Z,14.4,41.7,0.02,0.47
2026-06-01T00:43:00Z,15.7,90.5,0.34,0.09
2026-06-01T00:43:30Z,13.23,73.3,0.06,0.46
2026-06-01T00:44:00Z,11.54,57.9,0.06,0.01
2026-06-01T00:44:30Z,18.31,67.5,0.22,0.29
2026-06-01T00:45:00Z,12.3,87.0,0.25,0.41
2026-06-01T00:45:30Z,12.79,65.7,0.31,0.27
2026-06-01T00:46:00Z,16.55,49.7,0.24,0.11
2026-06-01T00:46:30Z,12.47,64.4,0.22,0.01
2026-06-01T00:47:00Z,16.3,65.7,0.12,0.13
2026-06-01T00:47:30Z,13.69,74.0,0.14,0.39
2026-06-01T00:48:00Z,9.58,92.4,0.15,0.37
2026-06-01T00:48:30Z,11.24,81.8,0.12,0.24
2026-06-01T00:49:00Z,13.06,93.3,0.25,0.39
2026-06-01T00:49:30Z,12.84,50.6,0.03,0.03
2026-06-01T00:50:00Z,11.76,63.9,0.36,0.21
2026-06-01T00:50:30Z,17.49,57.0,0.25,0.0
2026-06-01T00:51:00Z,14.49,66.2,0.2,0.11
2026-06-01T00:51:30Z,12.61,40.0,0.25,0.2
2026-06-01T00:52:00Z,15.94,40.0,0.33,0.16
2026-06-01T00:52:30Z,17.21,47.6,0.02,0.33
2026-06-01T00:53:00Z,9.42,69.4,0.09,0.47
2026-06-01T00:53:30Z,12.01,77.6,0.15,0.12
2026-06-01T00:54:00Z,13.52,75.3,0.3,0.25
2026-06-01T00:54:30Z,10.62,43.1,0.0,0.21
2026-06-01T00:55:00Z,16.76,69.6,0.23,0.44
2026-06-01T00:55:30Z,10.45,61.2,0.25,0.48
2026-06-01T00:56:00Z,14.08,40.0,0.02,0.43
2026-06-01T00:56:30Z,17.18,59.5,0.12,0.04
2026-06-01T00:57:00Z,13.71,59.5,0.27,0.25
2026-06-01T00:57:30Z,13.81,91.2,0.04,0.33
2026-06-01T00:58:00Z,17.3,72.2,0.4,0.23
2026-06-01T00:58:30Z,16.01,76.2,0.12,0.35
2026-06-01T00:59:00Z,16.54,71.7,0.06,0.37
2026-06-01T00:59:30Z,10.94,54.2,0.38,0.39
2026-06-01T01:00:00Z,14.15,71.5,0.01,0.14
2026-06-01T01:00:30Z,13.35,44.8,0.37,0.29
2026-06-01T01:01:00Z,12.73,41.3,0.07,0.1
2026-06-01T01:01:30Z,12.57,86.9,0.3,0.06
2026-06-01T01:02:00Z,15.82,54.1,0.02,0.29
2026-06-01T01:02:30Z,14.36,69.4,0.24,0.04
2026-06-01T01:03:00Z,17.06,92.6,0.06,0.36
2026-06-01T01:03:30Z,16.02,48.9,0.17,0.44
2026-06-01T01:04:00Z,14.05,63.6,0.09,0.48
2026-06-01T01:04:30Z,11.42,52.2,0.03,0.46
2026-06-01T01:05:00Z,12.06,62.5,0.04,0.12
2026-06-01T01:05:30Z,17.18,87.3,0.32,0.04
2026-06-01T01:06:00Z,13.88,51.6,0.26,0.24
2026-06-01T01:06:30Z,15.47,75.1,0.03,0.19
2026-06-01T01:07:00Z,15.01,91.1,0.02,0.16
2026-06-01T01:07:30Z,15.64,75.3,0.34,0.45
2026-06-01T01:08:00Z,14.93,65.7,0.06,0.45
2026-06-01T01:08:30Z,13.56,104.3,0.1,0.44
2026-06-01T01:09:00Z,15.65,52.6,0.13,0.48
2026-06-01T01:09:30Z,14.99,103.8,0.07,0.16
2026-06-01T01:10:00Z,13.13,78.1,0.39,0.49
2026-06-01T01:10:30Z,13.66,92.9,0.08,0.39
2026-06-01T01:11:00Z,10.7,69.2,0.06,0.3
2026-06-01T01:11:30Z,11.88,47.7,0.07,0.28
2026-06-01T01:12:00Z,13.27,40.0,0.22,0.06
2026-06-01T01:12:30Z,12.04,62.2,0.2,0.5
2026-06-01T01:13:00Z,14.27,59.6,0.02,0.21
2026-06-01T01:13:30Z,14.18,55.9,0.03,0.38
2026-06-01T01:14:00Z,15.47,69.9,0.0,0.28
2026-06-01T01:14:30Z,14.81,49.4,0.08,0.05
2026-06-01T01:15:00Z,14.77,52.3,0.27,0.47
2026-06-01T01:15:30Z,14.08,44.8,0.29,0.21
2026-06-01T01:16:00Z,10.65,52.0,0.35,0.45
2026-06-01T01:16:30Z,18.38,40.0,0.33,0.24
2026-06-01T01:17:00Z,10.93,69.9,0.04,0.43
2026-06-01T01:17:30Z,15.18,60.8,0.21,0.46
2026-06-01T01:18:00Z,11.83,73.3,0.39,0.2
2026-06-01T01:18:30Z,12.7,80.9,0.33,0.05
2026-06-01T01:19:00Z,15.98,45.5,0.38,0.27
2026-06-01T01:19:30Z,15.95,52.8,0.32,0.1
2026-06-01T01:20:00Z,10.53,72.1,0.06,0.17
2026-06-01T01:20:30Z,13.94,40.0,0.21,0.09
2026-06-01T01:21:00Z,15.18,56.9,0.09,0.02
2026-06-01T01:21:30Z,17.99,43.5,0.12,0.37
2026-06-01T01:22:00Z,15.46,93.0,0.21,0.08
2026-06-01T01:22:30Z,12.43,79.4,0.22,0.07
2026-06-01T01:23:00Z,15.48,56.8,0.3,0.46
2026-06-01T01:23:30Z,11.37,92.3,0.29,0.18
2026-06-01T01:24:00Z,14.89,47.0,0.05,0.43
2026-06-01T01:24:30Z,11.48,80.7,0.01,0.38
2026-06-01T01:25:00Z,14.87,71.4,0.18,0.47
2026-06-01T01:25:30Z,15.48,80.5,0.01,0.44
2026-06-01T01:26:00Z,15.03,63.7,0.2,0.33
2026-06-01T01:26:30Z,13.91,70.1,0.06,0.28
2026-06-01T01:27:00Z,18.15,67.7,0.18,0.23
2026-06-01T01:27:30Z,11.54,52.0,0.38,0.43
2026-06-01T01:28:00Z,13.65,73.8,0.22,0.46
2026-06-01T01:28:30Z,12.0,75.8,0.16,0.02
2026-06-01T01:29:00Z,12.63,50.6,0.26,0.17
2026-06-01T01:29:30Z,14.71,47.0,0.29,0.28
2026-06-01T01:30:00Z,15.1,69.7,0.23,0.28
2026-06-01T01:30:30Z,13.59,50.8,0.07,0.34
2026-06-01T01:31:00Z,16.87,40.0,0.08,0.39
2026-06-01T01:31:30Z,11.63,54.3,0.21,0.27
2026-06-01T01:32:00Z,15.87,52.0,0.32,0.22
2026-06-01T01:32:30Z,11.14,40.0,0.35,0.06
2026-06-01T01:33:00Z,16.26,66.3,0.36,0.43
2026-06-01T01:33:30Z,15.71,45.9,0.35,0.42
2026-06-01T01:34:00Z,14.7,48.9,0.32,0.22
2026-06-01T01:34:30Z,11.19,68.8,0.05,0.49
2026-06-01T01:35:00Z,12.48,55.8,0.18,0.06
2026-06-01T01:35:30Z,14.69,96.8,0.2,0.45
2026-06-01T01:36:00Z,7.57,44.1,0.25,0.21
2026-06-01T01:36:30Z,14.66,47.7,0.32,0.07
2026-06-01T01:37:00Z,10.3,90.3,0.34,0.4
2026-06-01T01:37:30Z,13.8,82.3,0.2,0.3
2026-06-01T01:38:00Z,15.97,64.1,0.22,0.45
2026-06-01T01:38:30Z,15.48,40.0,0.28,0.01
2026-06-01T01:39:00Z,15.46,72.3,0.3,0.37
2026-06-01T01:39:30Z,13.56,42.7,0.19,0.32
2026-06-01T01:40:00Z,15.7,89.9,0.03,0.13
2026-06-01T01:40:30Z,15.23,41.5,0.27,0.02
2026-06-01T01:41:00Z,15.27,50.9,0.1,0.34
2026-06-01T01:41:30Z,13.65,71.4,0.14,0.14
2026-06-01T01:42:00Z,11.25,46.2,0.39,0.49
2026-06-01T01:42:30Z,15.09,54.4,0.14,0.3
2026-06-01T01:43:00Z,13.42,46.0,0.11,0.41
2026-06-01T01:43:30Z,14.54,58.4,0.13,0.38
2026-06-01T01:44:00Z,10.76,74.2,0.11,0.1
2026-06-01T01:44:30Z,16.18,63.6,0.3,0.41
2026-06-01T01:45:00Z,13.92,68.3,0.22,0.1
2026-06-01T01:45:30Z,11.36,40.0,0.08,0.1
2026-06-01T01:46:00Z,14.98,45.9,0.11,0.37
2026-06-01T01:46:30Z,14.71,63.9,0.2,0.17
2026-06-01T01:47:00Z,16.7,40.0,0.08,0.22
2026-06-01T01:47:30Z,12.7,42.6,0.21,0.38
2026-06-01T01:48:00Z,14.55,48.2,0.16,0.39
2026-06-01T01:48:30Z,10.77,54.3,0.39,0.01
2026-06-01T01:49:00Z,15.37,59.9,0.08,0.5
2026-06-01T01:49:30Z,11.72,75.1,0.1,0.25
2026-06-01T01:50:00Z,14.59,58.9,0.01,0.25
2026-06-01T01:50:30Z,13.94,78.3,0.35,0.42
2026-06-01T01:51:00Z,13.63,40.0,0.0,0.38
2026-06-01T01:51:30Z,9.85,69.6,0.34,0.44
2026-06-01T01:52:00Z,14.29,64.8,0.13,0.44
2026-06-01T01:52:30Z,14.72,51.1,0.32,0.32
2026-06-01T01:53:00Z,14.05,102.9,0.26,0.24
2026-06-01T01:53:30Z,15.37,76.9,0.14,0.22
2026-06-01T01:54:00Z,13.84,40.0,0.23,0.02
2026-06-01T01:54:30Z,12.49,61.9,0.17,0.22
2026-06-01T01:55:00Z,10.27,40.0,0.07,0.07
2026-06-01T01:55:30Z,10.97,45.2,0.0,0.39
2026-06-01T01:56:00Z,11.76,40.0,0.39,0.01
2026-06-01T01:56:30Z,9.88,90.4,0.07,0.41
2026-06-01T01:57:00Z,15.03,78.3,0.34,0.1
2026-06-01T01:57:30Z,12.24,75.2,0.22,0.34
2026-06-01T01:58:00Z,13.83,55.9,0.3,0.28
2026-06-01T01:58:30Z,13.05,40.0,0.31,0.04
2026-06-01T01:59:00Z,10.58,41.4,0.02,0.29
2026-06-01T01:59:30Z,14.0,57.4,0.27,0.04
2026-06-01T02:00:00Z,13.3,79.7,0.3,0.32
2026-06-01T02:00:30Z,10.34,72.2,0.25,0.0
2026-06-01T02:01:00Z,11.67,89.3,0.13,0.28
2026-06-01T02:01:30Z,8.39,59.8,0.38,0.44
2026-06-01T02:02:00Z,16.15,64.7,0.13,0.27
2026-06-01T02:02:30Z,11.47,85.8,0.32,0.24
2026-06-01T02:03:00Z,13.94,49.1,0.01,0.4
2026-06-01T02:03:30Z,12.94,83.5,0.2,0.07
2026-06-01T02:04:00Z,12.35,51.7,0.14,0.08
2026-06-01T02:04:30Z,10.59,40.0,0.21,0.49
2026-06-01T02:05:00Z,14.0,40.0,0.04,0.3
2026-06-01T02:05:30Z,13.06,75.3,0.39,0.46
2026-06-01T02:06:00Z,14.46,61.5,0.28,0.1
2026-06-01T02:06:30Z,12.41,87.7,0.02,0.27
2026-06-01T02:07:00Z,9.76,60.5,0.32,0.09
2026-06-01T02:07:30Z,12.43,78.6,0.23,0.12
2026-06-01T02:08:00Z,9.36,50.0,0.19,0.31
2026-06-01T02:08:30Z,10.8,57.9,0.38,0.42
2026-06-01T02:09:00Z,13.75,52.3,0.26,0.19
2026-06-01T02:09:30Z,13.57,77.9,0.09,0.15
2026-06-01T02:10:00Z,14.15,54.6,0.01,0.09
2026-06-01T02:10:30Z,12.01,67.9,0.32,0.39
2026-06-01T02:11:00Z,13.74,40.0,0.33,0.29
2026-06-01T02:11:30Z,12.5,69.7,0.3,0.03
2026-06-01T02:12:00Z,11.55,49.0,0.05,0.18
2026-06-01T02:12:30Z,13.89,61.4,0.37,0.23
2026-06-01T02:13:00Z,13.73,40.0,0.01,0.17
2026-06-01T02:13:30Z,14.49,51.6,0.25,0.43
2026-06-01T02:14:00Z,11.72,47.1,0.27,0.18
2026-06-01T02:14:30Z,13.29,67.8,0.39,0.25
2026-06-01T02:15:00Z,11.17,62.0,0.31,0.1
2026-06-01T02:15:30Z,11.75,46.3,0.07,0.36
2026-06-01T02:16:00Z,12.44,87.2,0.18,0.47
2026-06-01T02:16:30Z,13.1,46.9,0.05,0.22
2026-06-01T02:17:00Z,12.99,45.3,0.3,0.17
2026-06-01T02:17:30Z,14.38,50.7,0.36,0.32
2026-06-01T02:18:00Z,11.33,91.8,0.04,0.42
2026-06-01T02:18:30Z,14.85,40.0,0.37,0.42
2026-06-01T02:19:00Z,13.98,68.4,0.01,0.49
2026-06-01T02:19:30Z,12.82,45.9,0.17,0.13
2026-06-01T02:20:00Z,10.97,84.3,0.07,0.17
2026-06-01T02:20:30Z,13.17,63.7,0.16,0.44
2026-06-01T02:21:00Z,15.16,67.1,0.31,0.06
2026-06-01T02:21:30Z,12.54,98.7,0.29,0.39
2026-06-01T02:22:00Z,12.67,57.3,0.16,0.28
2026-06-01T02:22:30Z,16.38,60.7,0.35,0.21
2026-06-01T02:23:00Z,13.14,40.0,0.3,0.19
2026-06-01T02:23:30Z,13.14,78.9,0.29,0.45
2026-06-01T02:24:00Z,10.29,50.1,0.31,0.38
2026-06-01T02:24:30Z,16.07,55.3,0.37,0.28
2026-06-01T02:25:00Z,16.07,60.5,0.25,0.34
2026-06-01T02:25:30Z,8.43,40.0,0.28,0.28
2026-06-01T02:26:00Z,11.54,46.8,0.03,0.01
2026-06-01T02:26:30Z,9.9,50.0,0.25,0.31
2026-06-01T02:27:00Z,8.16,74.1,0.03,0.06
2026-06-01T02:27:30Z,10.99,78.7,0.37,0.22
2026-06-01T02:28:00Z,11.49,60.0,0.29,0.17
2026-06-01T02:28:30Z,13.22,44.0,0.22,0.03
2026-06-01T02:29:00Z,8.9,92.3,0.34,0.29
2026-06-01T02:29:30Z,13.15,60.0,0.07,0.45
2026-06-01T02:30:00Z,14.51,44.5,0.32,0.2
2026-06-01T02:30:30Z,11.32,105.2,0.07,0.19
2026-06-01T02:31:00Z,13.95,63.1,0.1,0.35
2026-06-01T02:31:30Z,13.82,40.0,0.38,0.45
2026-06-01T02:32:00Z,9.88,56.2,0.33,0.27
2026-06-01T02:32:30Z,9.95,44.4,0.36,0.02
2026-06-01T02:33:00Z,9.99,75.0,0.15,0.49
2026-06-01T02:33:30Z,12.85,40.0,0.19,0.03
2026-06-01T02:34:00Z,13.02,70.8,0.06,0.32
2026-06-01T02:34:30Z,8.08,40.0,0.09,0.42
2026-06-01T02:35:00Z,9.49,42.4,0.36,0.12
2026-06-01T02:35:30Z,12.28,90.7,0.28,0.1
2026-06-01T02:36:00Z,12.3,56.0,0.22,0.13
2026-06-01T02:36:30Z,10.67,47.4,0.15,0.38
2026-06-01T02:37:00Z,11.17,70.0,0.37,0.31
2026-06-01T02:37:30Z,10.79,78.4,0.12,0.13
2026-06-01T02:38:00Z,10.43,83.3,0.26,0.3
2026-06-01T02:38:30Z,12.3,67.9,0.3,0.26
2026-06-01T02:39:00Z,10.04,71.0,0.23,0.38
2026-06-01T02:39:30Z,12.65,46.0,0.14,0.3
2026-06-01T02:40:00Z,13.15,47.0,0.29,0.16
2026-06-01T02:40:30Z,14.2,45.0,0.04,0.13
2026-06-01T02:41:00Z,10.58,40.0,0.23,0.34
2026-06-01T02:41:30Z,12.75,79.3,0.2,0.41
2026-06-01T02:42:00Z,14.07,66.7,0.06,0.1
2026-06-01T02:42:30Z,13.2,98.5,0.07,0.13
2026-06-01T02:43:00Z,12.86,66.4,0.37,0.48
2026-06-01T02:43:30Z,10.43,46.9,0.32,0.45
2026-06-01T02:44:00Z,13.38,40.7,0.17,0.39
2026-06-01T02:44:30Z,11.14,54.3,0.05,0.18
2026-06-01T02:45:00Z,11.62,89.2,0.12,0.1
2026-06-01T02:45:30Z,13.65,62.0,0.35,0.32
2026-06-01T02:46:00Z,14.43,68.8,0.39,0.46
2026-06-01T02:46:30Z,13.84,40.0,0.29,0.34
2026-06-01T02:47:00Z,10.94,56.2,0.4,0.39
2026-06-01T02:47:30Z,9.89,67.2,0.18,0.46
2026-06-01T02:48:00Z,13.94,40.0,0.26,0.11
2026-06-01T02:48:30Z,12.87,49.1,0.34,0.35
2026-06-01T02:49:00Z,9.65,65.2,0.25,0.01
2026-06-01T02:49:30Z,9.61,52.9,0.0,0.33
2026-06-01T02:50:00Z,12.58,60.5,0.1,0.34
2026-06-01T02:50:30Z,15.04,74.3,0.22,0.01
2026-06-01T02:51:00Z,15.27,57.9,0.36,0.48
2026-06-01T02:51:30Z,11.64,91.8,0.15,0.23
2026-06-01T02:52:00Z,15.24,94.6,0.34,0.26
2026-06-01T02:52:30Z,12.88,52.1,0.12,0.46
2026-06-01T02:53:00Z,11.84,60.5,0.25,0.22
2026-06-01T02:53:30Z,13.29,59.0,0.04,0.2
2026-06-01T02:54:00Z,12.56,48.7,0.27,0.12
2026-06-01T02:54:30Z,12.81,70.4,0.16,0.4
2026-06-01T02:55:00Z,13.22,76.2,0.25,0.33
2026-06-01T02:55:30Z,13.47,80.6,0.16,0.27
2026-06-01T02:56:00Z,12.7,40.0,0.19,0.27
2026-06-01T02:56:30Z,10.2,99.6,0.0,0.26
2026-06-01T02:57:00Z,10.63,67.4,0.19,0.12
2026-06-01T02:57:30Z,10.43,61.1,0.2,0.23
2026-06-01T02:58:00Z,14.43,70.4,0.1,0.06
2026-06-01T02:58:30Z,12.3,54.9,0.34,0.01
2026-06-01T02:59:00Z,5.77,65.6,0.16,0.34
2026-06-01T02:59:30Z,10.4,66.3,0.32,0.04
2026-06-01T03:00:00Z,8.37,60.4,0.15,0.06
2026-06-01T03:00:30Z,12.91,56.4,0.12,0.01
2026-06-01T03:01:00Z,11.36,82.3,0.35,0.33
2026-06-01T03:01:30Z,11.63,54.8,0.17,0.1
2026-06-01T03:02:00Z,11.74,73.9,0.2,0.48
2026-06-01T03:02:30Z,10.51,62.9,0.33,0.19
2026-06-01T03:03:00Z,14.89,80.7,0.11,0.32
2026-06-01T03:03:30Z,12.31,71.0,0.36,0.19
2026-06-01T03:04:00Z,12.83,40.0,0.04,0.29
2026-06-01T03:04:30Z,11.17,40.0,0.14,0.5
2026-06-01T03:05:00Z,12.49,51.0,0.37,0.09
2026-06-01T03:05:30Z,9.67,84.5,0.34,0.43
2026-06-01T03:06:00Z,15.89,78.7,0.37,0.23
2026-06-01T03:06:30Z,11.8,56.8,0.01,0.01
2026-06-01T03:07:00Z,12.08,99.0,0.05,0.46
2026-06-01T03:07:30Z,10.04,41.6,0.26,0.29
2026-06-01T03:08:00Z,11.09,40.0,0.04,0.37
2026-06-01T03:08:30Z,11.49,42.4,0.09,0.42
2026-06-01T03:09:00Z,10.28,74.4,0.16,0.11
2026-06-01T03:09:30Z,12.81,60.7,0.29,0.27
2026-06-01T03:10:00Z,12.62,49.2,0.36,0.18
2026-06-01T03:10:30Z,15.61,56.5,0.08,0.42
2026-06-01T03:11:00Z,15.8,72.8,0.08,0.38
2026-06-01T03:11:30Z,13.85,79.8,0.19,0.14
2026-06-01T03:12:00Z,10.84,80.1,0.24,0.28
2026-06-01T03:12:30Z,10.87,48.7,0.04,0.13
2026-06-01T03:13:00Z,10.08,42.3,0.0,0.45
2026-06-01T03:13:30Z,10.06,40.0,0.16,0.01
2026-06-01T03:14:00Z,7.71,50.3,0.18,0.02
2026-06-01T03:14:30Z,16.46,70.4,0.19,0.06
2026-06-01T03:15:00Z,11.39,73.2,0.16,0.01
2026-06-01T03:15:30Z,12.83,60.5,0.36,0.03
2026-06-01T03:16:00Z,15.5,63.9,0.17,0.02
2026-06-01T03:16:30Z,11.37,60.9,0.35,0.05
2026-06-01T03:17:00Z,13.53,58.7,0.34,0.34
2026-06-01T03:17:30Z,12.7,63.3,0.19,0.0
2026-06-01T03:18:00Z,8.87,45.7,0.05,0.01
2026-06-01T03:18:30Z,9.86,68.0,0.22,0.34
2026-06-01T03:19:00Z,11.76,82.5,0.32,0.24
2026-06-01T03:19:30Z,11.55,86.0,0.27,0.34
2026-06-01T03:20:00Z,8.33,81.4,0.21,0.28
2026-06-01T03:20:30Z,11.91,98.8,0.36,0.13
2026-06-01T03:21:00Z,14.06,69.1,0.32,0.08
2026-06-01T03:21:30Z,15.66,80.8,0.34,0.29
2026-06-01T03:22:00Z,9.67,84.3,0.03,0.46
2026-06-01T03:22:30Z,13.71,46.3,0.24,0.24
2026-06-01T03:23:00Z,10.42,43.5,0.1,0.18
2026-06-01T03:23:30Z,11.89,88.3,0.29,0.16
2026-06-01T03:24:00Z,14.21,80.1,0.32,0.3
2026-06-01T03:24:30Z,12.42,76.7,0.19,0.39
2026-06-01T03:25:00Z,12.14,40.0,0.16,0.33
2026-06-01T03:25:30Z,12.46,77.7,0.16,0.26
2026-06-01T03:26:00Z,12.73,40.0,0.07,0.36
2026-06-01T03:26:30Z,17.06,40.0,0.27,0.13
2026-06-01T03:27:00Z,12.88,74.3,0.15,0.12
2026-06-01T03:27:30Z,14.99,57.8,0.15,0.01
2026-06-01T03:28:00Z,13.0,69.7,0.23,0.1
2026-06-01T03:28:30Z,8.75,40.0,0.14,0.12
2026-06-01T03:29:00Z,13.7,54.3,0.05,0.0
2026-06-01T03:29:30Z,12.82,48.8,0.39,0.43
2026-06-01T03:30:00Z,11.67,55.1,0.27,0.12
2026-06-01T03:30:30Z,17.05,73.0,0.2,0.49
2026-06-01T03:31:00Z,16.54,88.7,0.19,0.25
2026-06-01T03:31:30Z,9.95,105.9,0.12,0.17
2026-06-01T03:32:00Z,15.82,61.6,0.0,0.08
2026-06-01T03:32:30Z,10.55,70.4,0.1,0.34
2026-06-01T03:33:00Z,11.05,40.0,0.15,0.12
2026-06-01T03:33:30Z,15.0,67.5,0.28,0.37
2026-06-01T03:34:00Z,13.38,62.7,0.04,0.41
2026-06-01T03:34:30Z,10.16,85.3,0.16,0.26
2026-06-01T03:35:00Z,9.14,65.0,0.39,0.24
2026-06-01T03:35:30Z,12.84,88.4,0.39,0.35
2026-06-01T03:36:00Z,12.44,42.3,0.06,0.17
2026-06-01T03:36:30Z,14.91,68.0,0.04,0.05
2026-06-01T03:37:00Z,13.31,55.1,0.38,0.07
2026-06-01T03:37:30Z,10.12,51.2,0.27,0.4
2026-06-01T03:38:00Z,16.0,74.1,0.39,0.06
2026-06-01T03:38:30Z,11.06,40.0,0.13,0.38
2026-06-01T03:39:00Z,13.16,79.6,0.05,0.32
2026-06-01T03:39:30Z,12.31,51.3,0.04,0.39
2026-06-01T03:40:00Z,13.24,99.4,0.18,0.35
2026-06-01T03:40:30Z,8.78,41.6,0.3,0.33
2026-06-01T03:41:00Z,14.79,40.0,0.38,0.26
2026-06-01T03:41:30Z,10.7,87.3,0.32,0.06
2026-06-01T03:42:00Z,10.17,50.5,0.11,0.31
2026-06-01T03:42:30Z,12.82,41.6,0.08,0.36
2026-06-01T03:43:00Z,15.23,67.4,0.06,0.43
2026-06-01T03:43:30Z,9.43,40.0,0.2,0.3
