timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T00:31:30Z,49.46,10.0,0.3,0.29,0.17,360
2026-06-01T00:32:00Z,58.17,10.0,0.0,0.58,0.1,364
2026-06-01T00:32:30Z,52.27,14.4,0.68,0.6,0.16,348
2026-06-01T00:33:00Z,61.95,12.1,1.47,0.03,0.25,324
2026-06-01T00:33:30Z,62.68,10.0,0.66,0.14,0.17,338
2026-06-01T00:34:00Z,69.83,42.6,1.5,0.47,0.26,345
2026-06-01T00:34:30Z,63.62,36.5,0.05,0.07,0.14,329
2026-06-01T00:35:00Z,54.77,17.9,0.97,0.72,0.06,364
2026-06-01T00:35:30Z,61.63,14.0,0.0,0.11,0.27,350
2026-06-01T00:36:00Z,58.09,15.3,0.64,0.69,0.22,352
2026-06-01T00:36:30Z,52.24,24.0,0.58,0.61,0.02,376
2026-06-01T00:37:00Z,70.76,21.5,0.35,0.78,0.19,367
2026-06-01T00:37:30Z,59.57,13.4,0.0,0.77,0.14,337
2026-06-01T00:38:00Z,68.97,36.9,1.46,0.45,0.04,349
2026-06-01T00:38:30Z,57.24,23.2,0.0,0.21,0.17,348
2026-06-01T00:39:00Z,67.64,15.1,0.0,0.44,0.01,331
2026-06-01T00:39:30Z,56.59,14.7,0.92,0.14,0.03,338
2026-06-01T00:40:00Z,51.3,10.0,1.24,0.29,0.28,339
2026-06-01T00:40:30Z,48.81,23.1,0.25,0.34,0.01,335
2026-06-01T00:41:00Z,47.59,47.1,0.0,0.11,0.26,352
2026-06-01T00:41:30Z,68.13,10.0,0.0,0.37,0.01,351
2026-06-01T00:42:00Z,53.58,57.4,0.0,0.1,0.11,306
2026-06-01T00:42:30Z,56.77,10.6,0.0,0.79,0.02,331
2026-06-01T00:43:00Z,48.48,10.0,0.0,0.3,0.13,356
2026-06-01T00:43:30Z,63.29,16.0,0.0,0.66,0.16,340
2026-06-01T00:44:00Z,49.99,25.9,1.5,0.62,0.07,325
2026-06-01T00:44:30Z,48.76,12.5,0.0,0.79,0.02,342
2026-06-01T00:45:00Z,60.87,10.0,0.45,0.7,0.13,332
2026-06-01T00:45:30Z,71.4,10.0,0.0,0.32,0.26,333
2026-06-01T00:46:00Z,58.76,10.0,0.0,0.59,0.07,334
2026-06-01T00:46:30Z,51.37,10.0,0.0,0.77,0.26,341
2026-06-01T00:47:00Z,58.0,20.0,0.0,0.65,0.28,350
2026-06-01T00:47:30Z,70.92,18.2,0.78,0.28,0.17,350
2026-06-01T00:48:00Z,53.37,27.2,0.0,0.34,0.04,342
2026-06-01T00:48:30Z,66.53,33.5,0.75,0.54,0.03,374
2026-06-01T00:49:00Z,64.94,14.0,1.43,0.29,0.03,370
2026-06-01T00:49:30Z,61.7,21.7,0.25,0.68,0.16,346
2026-06-01T00:50:00Z,61.74,20.4,1.5,0.58,0.22,335
2026-06-01T00:50:30Z,59.55,39.9,0.0,0.22,0.06,341
2026-06-01T00:51:00Z,52.6,29.5,0.75,0.19,0.25,371
2026-06-01T00:51:30Z,51.85,42.3,1.5,0.21,0.02,335
2026-06-01T00:52:00Z,54.29,15.7,0.0,0.65,0.09,343
2026-06-01T00:52:30Z,47.45,21.3,0.34,0.04,0.18,336
2026-06-01T00:53:00Z,55.65,29.0,0.0,0.32,0.02,370
2026-06-01T00:53:30Z,60.14,23.4,0.0,0.6,0.1,310
2026-06-01T00:54:00Z,47.38,46.3,0.0,0.6,0.28,338
2026-06-01T00:54:30Z,60.0,22.0,1.18,0.45,0.17,334
2026-06-01T00:55:00Z,47.06,13.4,0.0,0.2,0.14,356
2026-06-01T00:55:30Z,54.53,25.8,0.09,0.2,0.21,346
2026-06-01T00:56:00Z,66.83,10.0,0.0,0.5,0.17,341
2026-06-01T00:56:30Z,55.5,35.0,0.0,0.13,0.14,338
2026-06-01T00:57:00Z,56.21,19.4,0.42,0.03,0.24,312
2026-06-01T00:57:30Z,64.05,40.5,0.11,0.8,0.25,329
2026-06-01T00:58:00Z,61.06,24.6,0.08,0.47,0.24,342
2026-06-01T00:58:30Z,56.72,10.0,0.0,0.71,0.09,342
2026-06-01T00:59:00Z,47.32,24.3,0.0,0.44,0.26,352
2026-06-01T00:59:30Z,57.37,32.2,0.0,0.43,0.1,353
2026-06-01T01:00:00Z,69.87,22.6,0.08,0.63,0.16,321
2026-06-01T01:00:30Z,69.58,30.2,0.0,0.68,0.27,338
2026-06-01T01:01:00Z,51.34,39.5,0.0,0.75,0.11,314
2026-06-01T01:01:30Z,55.76,15.5,0.48,0.05,0.16,346
2026-06-01T01:02:00Z,53.25,12.7,0.0,0.06,0.1,339
2026-06-01T01:02:30Z,57.37,42.7,0.55,0.25,0.15,341
2026-06-01T01:03:00Z,55.58,33.7,0.0,0.31,0.07,350
2026-06-01T01:03:30Z,68.69,39.9,0.0,0.48,0.09,366
2026-06-01T01:04:00Z,64.17,34.1,0.71,0.61,0.04,336
2026-06-01T01:04:30Z,63.69,34.7,0.0,0.27,0.18,356
2026-06-01T01:05:00Z,62.29,10.0,0.0,0.72,0.02,308
2026-06-01T01:05:30Z,50.56,21.4,0.0,0.59,0.0,328
2026-06-01T01:06:00Z,52.46,14.3,0.0,0.56,0.06,323
2026-06-01T01:06:30Z,63.57,37.5,0.45,0.24,0.21,349
2026-06-01T01:07:00Z,54.81,10.0,0.0,0.11,0.09,309
2026-06-01T01:07:30Z,53.61,20.8,0.0,0.51,0.09,353
2026-06-01T01:08:00Z,46.0,27.4,0.86,0.12,0.09,345
2026-06-01T01:08:30Z,57.55,10.0,0.76,0.27,0.15,359
2026-06-01T01:09:00Z,62.75,10.0,0.59,0.47,0.17,314
2026-06-01T01:09:30Z,50.0,27.0,0.2,0.38,0.3,330
2026-06-01T01:10:00Z,61.2,34.6,1.26,0.78,0.07,319
2026-06-01T01:10:30Z,53.17,14.4,0.8,0.65,0.19,350
2026-06-01T01:11:00Z,57.01,16.0,1.1,0.71,0.26,342
2026-06-01T01:11:30Z,62.18,10.0,0.36,0.32,0.14,340
2026-06-01T01:12:00Z,58.84,15.2,0.0,0.31,0.0,322
2026-06-01T01:12:30Z,63.12,17.6,0.0,0.35,0.02,350
2026-06-01T01:13:00Z,61.08,25.6,0.0,0.23,0.15,347
2026-06-01T01:13:30Z,66.54,25.9,0.0,0.77,0.29,318
2026-06-01T01:14:00Z,62.19,12.6,0.0,0.68,0.12,318
2026-06-01T01:14:30Z,59.67,38.5,0.0,0.17,0.29,350
2026-06-01T01:15:00Z,64.39,10.0,0.43,0.44,0.3,335
2026-06-01T01:15:30Z,62.5,27.0,0.3,0.36,0.01,357
2026-06-01T01:16:00Z,65.51,34.1,0.65,0.24,0.25,324
2026-06-01T01:16:30Z,55.25,16.7,0.0,0.01,0.24,332
2026-06-01T01:17:00Z,54.44,24.0,0.31,0.24,0.17,344
2026-06-01T01:17:30Z,48.37,15.5,0.0,0.15,0.26,353
2026-06-01T01:18:00Z,46.48,10.0,0.0,0.62,0.29,348
2026-06-01T01:18:30Z,57.63,39.0,0.0,0.24,0.18,319
2026-06-01T01:19:00Z,58.87,60.4,0.77,0.06,0.09,317
2026-06-01T01:19:30Z,55.15,10.0,0.74,0.11,0.28,319
2026-06-01T01:20:00Z,53.21,10.0,0.0,0.13,0.22,340
2026-06-01T01:20:30Z,54.02,28.1,1.5,0.21,0.17,335
2026-06-01T01:21:00Z,49.56,10.0,0.0,0.72,0.19,356
2026-06-01T01:21:30Z,55.11,15.8,0.0,0.1,0.12,310
2026-06-01T01:22:00Z,58.88,17.4,1.5,0.46,0.13,319
2026-06-01T01:22:30Z,66.57,11.3,0.0,0.06,0.03,318
2026-06-01T01:23:00Z,57.55,20.2,1.5,0.26,0.07,357
2026-06-01T01:23:30Z,52.24,27.8,0.0,0.19,0.27,333
2026-06-01T01:24:00Z,55.46,12.7,0.0,0.29,0.11,334
2026-06-01T01:24:30Z,60.9,14.3,0.0,0.04,0.03,347
2026-06-01T01:25:00Z,38.94,15.1,0.76,0.04,0.0,356
2026-06-01T01:25:30Z,59.42,10.0,0.27,0.09,0.2,350
2026-06-01T01:26:00Z,49.16,27.6,0.0,0.71,0.15,355
2026-06-01T01:26:30Z,38.6,10.0,0.0,0.43,0.14,375
2026-06-01T01:27:00Z,56.41,42.9,0.0,0.2,0.2,321
2026-06-01T01:27:30Z,41.39,15.7,1.0,0.13,0.27,319
2026-06-01T01:28:00Z,52.24,29.8,0.0,0.58,0.08,314
2026-06-01T01:28:30Z,56.1,43.7,1.07,0.32,0.25,329
2026-06-01T01:29:00Z,56.78,10.0,0.29,0.4,0.19,326
2026-06-01T01:29:30Z,64.85,31.5,0.0,0.07,0.26,352
2026-06-01T01:30:00Z,66.31,17.1,0.03,0.1,0.21,357
2026-06-01T01:30:30Z,55.27,10.0,1.11,0.35,0.11,323
2026-06-01T01:31:00Z,61.06,38.2,0.0,0.09,0.22,343
2026-06-01T01:31:30Z,57.87,26.3,0.87,0.11,0.1,320
2026-06-01T01:32:00Z,65.48,25.0,0.0,0.47,0.2,334
2026-06-01T01:32:30Z,62.67,10.0,0.0,0.17,0.27,325
2026-06-01T01:33:00Z,54.29,30.2,0.53,0.3,0.21,346
2026-06-01T01:33:30Z,66.46,10.0,0.0,0.63,0.01,302
2026-06-01T01:34:00Z,59.64,10.0,0.0,0.44,0.01,291
2026-06-01T01:34:30Z,46.83,45.6,1.34,0.2,0.16,341
2026-06-01T01:35:00Z,48.16,18.1,0.4,0.5,0.27,341
2026-06-01T01:35:30Z,42.97,20.1,0.78,0.54,0.14,339
2026-06-01T01:36:00Z,45.95,10.0,0.82,0.14,0.15,315
2026-06-01T01:36:30Z,62.04,10.0,0.0,0.03,0.08,314
2026-06-01T01:37:00Z,52.4,25.0,0.0,0.36,0.08,347
2026-06-01T01:37:30Z,41.8,10.0,0.11,0.1,0.16,331
2026-06-01T01:38:00Z,57.66,10.0,0.0,0.06,0.1,335
2026-06-01T01:38:30Z,56.2,25.8,0.68,0.7,0.15,321
2026-06-01T01:39:00Z,58.02,19.0,0.0,0.39,0.27,332
2026-06-01T01:39:30Z,50.48,10.0,0.0,0.04,0.18,349
2026-06-01T01:40:00Z,46.33,34.3,0.0,0.02,0.12,322
2026-06-01T01:40:30Z,54.37,10.1,1.5,0.52,0.08,338
2026-06-01T01:41:00Z,54.57,20.3,0.0,0.04,0.22,345
2026-06-01T01:41:30Z,61.28,10.0,0.0,0.42,0.17,335
2026-06-01T01:42:00Z,51.98,52.1,0.32,0.21,0.21,325
2026-06-01T01:42:30Z,52.01,46.7,0.0,0.06,0.08,330
2026-06-01T01:43:00Z,42.1,41.6,0.0,0.57,0.2,310
2026-06-01T01:43:30Z,53.93,21.0,1.36,0.14,0.19,348
2026-06-01T01:44:00Z,48.75,10.3,0.58,0.2,0.21,353
2026-06-01T01:44:30Z,66.03,37.1,0.0,0.4,0.0,350
2026-06-01T01:45:00Z,60.43,10.0,0.0,0.08,0.16,347
2026-06-01T01:45:30Z,55.29,13.1,0.0,0.44,0.29,316
2026-06-01T01:46:00Z,42.52,32.5,0.65,0.27,0.25,356
2026-06-01T01:46:30Z,43.83,37.6,0.0,0.21,0.13,324
2026-06-01T01:47:00Z,51.07,19.4,0.0,0.68,0.04,351
2026-06-01T01:47:30Z,43.27,10.0,0.08,0.74,0.23,350
2026-06-01T01:48:00Z,61.8,27.8,0.0,0.16,0.24,340
2026-06-01T01:48:30Z,60.28,10.0,1.5,0.4,0.29,343
2026-06-01T01:49:00Z,59.22,10.0,0.0,0.4,0.16,327
2026-06-01T01:49:30Z,47.8,42.7,0.0,0.45,0.13,317
2026-06-01T01:50:00Z,54.68,13.4,0.0,0.75,0.05,352
2026-06-01T01:50:30Z,63.2,23.7,0.09,0.31,0.19,325
2026-06-01T01:51:00Z,39.77,26.8,0.09,0.31,0.18,330
2026-06-01T01:51:30Z,58.75,10.0,0.0,0.21,0.27,306
2026-06-01T01:52:00Z,54.04,10.0,0.0,0.36,0.29,304
2026-06-01T01:52:30Z,41.64,12.7,0.0,0.29,0.24,329
2026-06-01T01:53:00Z,40.07,33.6,0.96,0.69,0.06,370
2026-06-01T01:53:30Z,50.03,27.3,0.0,0.15,0.19,319
2026-06-01T01:54:00Z,69.24,29.5,0.43,0.45,0.18,322
2026-06-01T01:54:30Z,44.56,14.3,0.69,0.11,0.29,355
2026-06-01T01:55:00Z,50.28,15.2,0.75,0.19,0.23,330
2026-06-01T01:55:30Z,51.52,27.9,0.65,0.54,0.01,346
2026-06-01T01:56:00Z,54.87,10.0,0.0,0.25,0.0,355
2026-06-01T01:56:30Z,48.17,35.7,0.0,0.45,0.05,323
2026-06-01T01:57:00Z,49.3,15.6,0.71,0.48,0.13,321
2026-06-01T01:57:30Z,53.56,30.0,0.0,0.61,0.09,319
2026-06-01T01:58:00Z,50.28,18.8,0.0,0.78,0.1,331
2026-06-01T01:58:30Z,67.67,31.9,0.0,0.55,0.28,355
2026-06-01T01:59:00Z,48.77,10.0,0.86,0.04,0.05,340
2026-06-01T01:59:30Z,41.97,10.0,0.0,0.64,0.18,326
2026-06-01T02:00:00Z,49.73,10.0,0.0,0.34,0.15,330
2026-06-01T02:00:30Z,52.09,10.0,0.0,0.65,0.17,338
2026-06-01T02:01:00Z,60.89,26.9,0.92,0.25,0.2,339
2026-06-01T02:01:30Z,48.08,30.6,1.27,0.29,0.12,326
2026-06-01T02:02:00Z,44.73,10.0,0.88,0.09,0.28,339
2026-06-01T02:02:30Z,51.65,15.8,0.0,0.33,0.06,305
2026-06-01T02:03:00Z,67.29,21.0,1.5,0.44,0.24,356
2026-06-01T02:03:30Z,41.16,10.0,0.0,0.59,0.22,323
2026-06-01T02:04:00Z,43.88,38.4,0.0,0.73,0.04,325
2026-06-01T02:04:30Z,51.14,25.5,0.0,0.66,0.18,311
2026-06-01T02:05:00Z,46.83,25.3,0.0,0.33,0.1,318
2026-06-01T02:05:30Z,47.65,23.6,0.0,0.79,0.03,332
2026-06-01T02:06:00Z,42.08,25.5,0.0,0.57,0.3,319
2026-06-01T02:06:30Z,57.97,22.7,0.53,0.14,0.14,309
2026-06-01T02:07:00Z,54.76,11.2,0.38,0.41,0.21,332
2026-06-01T02:07:30Z,41.59,12.3,0.18,0.17,0.15,335
2026-06-01T02:08:00Z,45.91,32.3,1.5,0.29,0.28,344
2026-06-01T02:08:30Z,55.04,32.8,0.1,0.27,0.15,343
2026-06-01T02:09:00Z,39.32,10.0,0.55,0.13,0.01,319
2026-06-01T02:09:30Z,50.28,38.8,0.99,0.25,0.16,328
2026-06-01T02:10:00Z,54.61,26.4,1.23,0.75,0.03,332
2026-06-01T02:10:30Z,49.81,25.3,0.0,0.37,0.05,334
2026-06-01T02:11:00Z,43.83,12.1,1.5,0.07,0.29,318
2026-06-01T02:11:30Z,44.12,10.0,0.81,0.06,0.21,327
2026-06-01T02:12:00Z,48.11,19.7,1.48,0.36,0.1,310
2026-06-01T02:12:30Z,59.75,30.9,1.5,0.45,0.11,332
2026-06-01T02:13:00Z,42.9,58.7,1.42,0.15,0.28,334
2026-06-01T02:13:30Z,48.03,21.3,0.18,0.06,0.01,348
2026-06-01T02:14:00Z,50.96,28.6,1.06,0.62,0.23,322
2026-06-01T02:14:30Z,47.68,35.0,1.5,0.0,0.12,326
2026-06-01T02:15:00Z,42.29,16.8,0.0,0.18,0.14,336
2026-06-01T02:15:30Z,42.33,15.1,0.12,0.17,0.23,315
2026-06-01T02:16:00Z,40.61,10.0,0.0,0.78,0.24,334
2026-06-01T02:16:30Z,41.13,10.0,0.89,0.51,0.11,314
2026-06-01T02:17:00Z,52.19,23.6,1.17,0.19,0.06,320
2026-06-01T02:17:30Z,54.65,17.6,1.5,0.52,0.25,324
2026-06-01T02:18:00Z,52.17,44.4,0.0,0.35,0.24,322
2026-06-01T02:18:30Z,54.84,23.9,0.75,0.66,0.18,339
2026-06-01T02:19:00Z,50.24,34.7,0.0,0.32,0.05,323
2026-06-01T02:19:30Z,48.98,10.0,0.0,0.26,0.22,334
2026-06-01T02:20:00Z,49.72,27.6,0.0,0.1,0.19,303
2026-06-01T02:20:30Z,42.5,34.7,0.61,0.8,0.28,342
2026-06-01T02:21:00Z,48.77,36.0,0.45,0.46,0.19,349
2026-06-01T02:21:30Z,39.88,24.0,0.21,0.8,0.24,304
2026-06-01T02:22:00Z,47.11,10.0,0.87,0.47,0.18,306
2026-06-01T02:22:30Z,48.9,10.0,1.5,0.37,0.25,322
2026-06-01T02:23:00Z,36.74,10.0,1.06,0.41,0.28,311
2026-06-01T02:23:30Z,45.04,10.0,0.0,0.35,0.08,294
2026-06-01T02:24:00Z,54.62,23.0,0.59,0.22,0.1,304
2026-06-01T02:24:30Z,42.66,22.6,0.27,0.3,0.08,301
2026-06-01T02:25:00Z,46.3,10.0,0.0,0.67,0.05,323
2026-06-01T02:25:30Z,48.66,10.0,1.5,0.6,0.24,319
2026-06-01T02:26:00Z,53.98,59.4,0.0,0.03,0.04,335
2026-06-01T02:26:30Z,48.27,10.0,0.0,0.71,0.1,349
2026-06-01T02:27:00Z,54.94,10.0,0.0,0.37,0.13,318
2026-06-01T02:27:30Z,58.1,19.9,0.0,0.13,0.13,345
2026-06-01T02:28:00Z,55.02,10.0,0.0,0.74,0.23,309
2026-06-01T02:28:30Z,50.49,24.4,1.5,0.6,0.28,343
2026-06-01T02:29:00Z,52.29,30.7,1.29,0.63,0.01,331
2026-06-01T02:29:30Z,48.06,18.0,0.0,0.35,0.05,306
2026-06-01T02:30:00Z,41.26,10.0,0.0,0.41,0.28,316
2026-06-01T02:30:30Z,56.27,27.6,0.0,0.33,0.24,317
2026-06-01T02:31:00Z,60.58,30.5,0.75,0.13,0.27,326
2026-06-01T02:31:30Z,37.58,15.9,0.0,0.25,0.09,349
2026-06-01T02:32:00Z,56.96,22.7,0.96,0.09,0.21,304
2026-06-01T02:32:30Z,59.92,12.6,0.0,0.76,0.01,334
2026-06-01T02:33:00Z,48.21,19.2,0.0,0.48,0.08,325
2026-06-01T02:33:30Z,41.31,23.6,0.94,0.62,0.12,318
2026-06-01T02:34:00Z,37.59,28.5,1.35,0.06,0.1,319
2026-06-01T02:34:30Z,54.85,19.0,0.08,0.44,0.09,355
2026-06-01T02:35:00Z,48.41,20.7,0.0,0.19,0.25,320
2026-06-01T02:35:30Z,42.62,49.2,0.76,0.08,0.22,326
2026-06-01T02:36:00Z,53.42,20.8,0.39,0.51,0.19,334
2026-06-01T02:36:30Z,43.66,55.0,0.0,0.11,0.01,322
2026-06-01T02:37:00Z,41.84,28.6,0.3,0.56,0.25,329
2026-06-01T02:37:30Z,48.09,10.0,0.13,0.15,0.09,326
2026-06-01T02:38:00Z,51.98,16.5,1.24,0.31,0.25,311
2026-06-01T02:38:30Z,52.8,29.7,0.0,0.61,0.18,315
2026-06-01T02:39:00Z,46.97,10.0,0.33,0.41,0.01,330
2026-06-01T02:39:30Z,57.64,10.0,0.0,0.64,0.06,321
2026-06-01T02:40:00Z,42.47,23.3,1.22,0.19,0.19,310
2026-06-01T02:40:30Z,50.46,14.9,0.9,0.11,0.22,340
2026-06-01T02:41:00Z,48.16,10.0,1.04,0.35,0.02,336
2026-06-01T02:41:30Z,57.36,15.3,1.26,0.3,0.14,313
2026-06-01T02:42:00Z,52.3,10.0,0.77,0.03,0.03,316
2026-06-01T02:42:30Z,45.67,10.0,1.5,0.05,0.04,335
2026-06-01T02:43:00Z,48.13,10.0,1.5,0.05,0.29,334
2026-06-01T02:43:30Z,47.57,10.0,0.0,0.53,0.11,312
2026-06-01T02:44:00Z,45.07,50.9,0.0,0.52,0.15,299
2026-06-01T02:44:30Z,55.88,14.6,0.75,0.73,0.16,329
2026-06-01T02:45:00Z,42.91,25.6,0.74,0.0,0.27,342
2026-06-01T02:45:30Z,47.25,10.0,0.54,0.16,0.08,341
2026-06-01T02:46:00Z,29.63,29.2,0.0,0.18,0.18,323
2026-06-01T02:46:30Z,52.01,10.0,0.0,0.05,0.22,331
2026-06-01T02:47:00Z,59.41,12.1,0.71,0.72,0.14,315
2026-06-01T02:47:30Z,42.79,38.4,0.0,0.05,0.16,305
2026-06-01T02:48:00Z,43.27,10.0,0.25,0.7,0.11,317
2026-06-01T02:48:30Z,58.56,42.7,0.0,0.58,0.14,311
2026-06-01T02:49:00Z,43.73,10.0,0.0,0.28,0.02,322
2026-06-01T02:49:30Z,43.42,10.0,0.0,0.77,0.15,317
2026-06-01T02:50:00Z,48.7,12.4,1.5,0.2,0.08,350
2026-06-01T02:50:30Z,47.46,46.0,0.0,0.78,0.11,343
2026-06-01T02:51:00Z,59.76,10.0,0.23,0.44,0.18,330
2026-06-01T02:51:30Z,30.8,37.7,0.14,0.57,0.21,309
2026-06-01T02:52:00Z,42.93,14.4,1.28,0.06,0.28,327
2026-06-01T02:52:30Z,44.86,27.4,0.0,0.66,0.17,306
2026-06-01T02:53:00Z,50.61,23.1,1.4,0.7,0.12,324
2026-06-01T02:53:30Z,40.84,34.8,0.0,0.17,0.21,325
2026-06-01T02:54:00Z,67.54,10.0,1.5,0.58,0.17,328
2026-06-01T02:54:30Z,48.87,10.0,0.14,0.73,0.23,321
2026-06-01T02:55:00Z,41.33,16.5,0.91,0.17,0.01,335
2026-06-01T02:55:30Z,58.77,29.9,0.97,0.63,0.25,325
2026-06-01T02:56:00Z,54.21,13.5,0.0,0.35,0.25,306
2026-06-01T02:56:30Z,39.42,18.3,0.62,0.13,0.11,331
2026-06-01T02:57:00Z,39.95,25.2,0.0,0.71,0.08,301
2026-06-01T02:57:30Z,50.73,22.8,0.97,0.55,0.14,299
2026-06-01T02:58:00Z,42.55,10.6,0.0,0.59,0.16,323
2026-06-01T02:58:30Z,47.62,28.4,0.0,0.71,0.02,318
2026-06-01T02:59:00Z,51.63,21.5,0.0,0.75,0.1,283
2026-06-01T02:59:30Z,51.11,22.8,0.14,0.59,0.01,319
2026-06-01T03:00:00Z,38.48,10.0,0.65,0.55,0.0,340
2026-06-01T03:00:30Z,48.46,31.9,1.5,0.09,0.08,302
2026-06-01T03:01:00Z,32.44,11.2,1.5,0.04,0.32,330
2026-06-01T03:01:30Z,50.48,16.4,0.27,0.47,0.43,309
2026-06-01T03:02:00Z,52.7,32.8,0.74,0.02,0.52,318
2026-06-01T03:02:30Z,42.42,15.7,0.53,0.23,0.43,305
2026-06-01T03:03:00Z,45.75,13.8,0.35,0.31,0.51,314
2026-06-01T03:03:30Z,56.67,22.7,0.37,0.63,0.55,313
2026-06-01T03:04:00Z,52.65,18.6,0.01,0.21,0.71,338
2026-06-01T03:04:30Z,44.02,13.2,0.0,0.02,0.88,317
2026-06-01T03:05:00Z,50.85,17.2,0.0,0.78,1.68,296
2026-06-01T03:05:30Z,42.36,21.2,1.17,0.79,1.63,313
2026-06-01T03:06:00Z,41.51,14.6,0.52,0.33,2.06,325
2026-06-01T03:06:30Z,48.87,15.6,0.8,0.58,1.3,304
