timestamp,memory_usage_bytes,memory_limit_bytes,cpu_usage_percent,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,jvm_gc_pause_ms_avg,container_restart_count
2026-06-01T00:39:30Z,414584318,2147483648,25.12,35.44,70.0,0.0,45.0,0
2026-06-01T00:40:00Z,532779901,2147483648,28.74,37.91,46.5,0.0,51.7,0
2026-06-01T00:40:30Z,499421131,2147483648,19.98,27.4,44.4,2.0,43.0,0
2026-06-01T00:41:00Z,498569724,2147483648,21.06,37.03,66.7,0.0,37.1,0
2026-06-01T00:41:30Z,511105780,2147483648,10.05,33.65,30.0,0.0,4.2,0
2026-06-01T00:42:00Z,482552278,2147483648,25.99,40.93,60.4,0.27,45.1,0
2026-06-01T00:42:30Z,446970244,2147483648,25.87,30.72,84.7,0.0,49.8,0
2026-06-01T00:43:00Z,440315753,2147483648,11.14,34.77,81.0,2.0,79.7,0
2026-06-01T00:43:30Z,439264007,2147483648,27.45,35.32,49.5,2.0,33.7,0
2026-06-01T00:44:00Z,514137561,2147483648,17.47,42.3,79.2,0.0,26.3,0
2026-06-01T00:44:30Z,413953667,2147483648,30.44,36.54,30.0,2.0,35.4,0
2026-06-01T00:45:00Z,443044779,2147483648,22.44,44.48,66.4,1.97,44.7,0
2026-06-01T00:45:30Z,451494388,2147483648,9.1,40.86,36.7,0.0,49.2,0
2026-06-01T00:46:00Z,469390123,2147483648,21.77,31.74,82.1,0.0,28.2,0
2026-06-01T00:46:30Z,480427366,2147483648,24.93,29.66,51.2,2.0,60.6,0
2026-06-01T00:47:00Z,415305420,2147483648,15.67,35.18,57.1,1.4,32.3,0
2026-06-01T00:47:30Z,397179886,2147483648,16.48,39.29,59.9,0.0,48.8,0
2026-06-01T00:48:00Z,456256152,2147483648,17.18,35.28,30.0,0.0,48.2,0
2026-06-01T00:48:30Z,497540333,2147483648,14.08,30.79,30.0,0.0,47.4,0
2026-06-01T00:49:00Z,480193157,2147483648,24.48,38.43,31.1,0.0,60.3,0
2026-06-01T00:49:30Z,459850944,2147483648,31.54,34.43,49.9,1.78,41.7,0
2026-06-01T00:50:00Z,439787232,2147483648,24.45,31.58,88.5,1.64,72.7,0
2026-06-01T00:50:30Z,459713812,2147483648,32.24,37.07,50.3,1.02,1.0,0
2026-06-01T00:51:00Z,439476284,2147483648,28.74,34.78,67.8,0.53,43.5,0
2026-06-01T00:51:30Z,475118046,2147483648,25.89,27.55,49.6,0.0,47.2,0
2026-06-01T00:52:00Z,417214400,2147483648,26.9,34.99,53.8,0.0,58.1,0
2026-06-01T00:52:30Z,448205157,2147483648,22.26,37.79,69.2,2.0,56.1,0
2026-06-01T00:53:00Z,438099657,2147483648,33.63,31.52,45.6,0.0,68.5,0
2026-06-01T00:53:30Z,459449290,2147483648,37.82,28.05,76.5,0.0,35.2,0
2026-06-01T00:54:00Z,446734416,2147483648,22.91,38.8,100.2,0.77,40.8,0
2026-06-01T00:54:30Z,526550312,2147483648,12.79,40.77,84.8,0.42,59.5,0
2026-06-01T00:55:00Z,488166802,2147483648,14.54,34.34,30.7,0.0,23.7,0
2026-06-01T00:55:30Z,486503313,2147483648,29.71,36.33,74.9,1.52,56.4,0
2026-06-01T00:56:00Z,361128438,2147483648,24.31,31.41,72.4,2.0,43.9,0
2026-06-01T00:56:30Z,418984586,2147483648,4.17,35.52,80.2,0.48,61.7,0
2026-06-01T00:57:00Z,407971033,2147483648,23.2,28.08,48.1,0.0,17.5,0
2026-06-01T00:57:30Z,446287653,2147483648,24.36,33.39,83.8,0.0,79.8,0
2026-06-01T00:58:00Z,346240835,2147483648,20.57,36.16,61.4,0.0,58.4,0
2026-06-01T00:58:30Z,465474073,2147483648,17.63,31.82,43.5,1.0,60.9,0
2026-06-01T00:59:00Z,460067509,2147483648,30.86,34.3,78.2,0.0,40.9,0
2026-06-01T00:59:30Z,375504831,2147483648,28.62,35.35,48.2,2.0,36.5,0
2026-06-01T01:00:00Z,385181201,2147483648,11.56,41.46,30.0,0.0,14.4,0
2026-06-01T01:00:30Z,389742468,2147483648,15.97,32.28,54.2,0.0,43.8,0
2026-06-01T01:01:00Z,417653062,2147483648,24.76,27.83,30.0,0.0,30.8,0
2026-06-01T01:01:30Z,436928167,2147483648,28.71,31.05,35.3,1.68,9.6,0
2026-06-01T01:02:00Z,484530049,2147483648,23.83,31.09,55.5,0.0,71.5,0
2026-06-01T01:02:30Z,404307812,2147483648,24.72,37.08,30.0,0.08,1.0,0
2026-06-01T01:03:00Z,436450984,2147483648,17.45,41.13,35.0,0.0,45.2,0
2026-06-01T01:03:30Z,413404755,2147483648,19.86,28.44,41.1,1.63,48.3,0
2026-06-01T01:04:00Z,467947147,2147483648,18.6,35.21,30.0,0.0,76.8,0
2026-06-01T01:04:30Z,430718812,2147483648,29.27,37.04,30.0,1.27,81.9,0
2026-06-01T01:05:00Z,451046179,2147483648,2.0,33.05,30.0,0.0,52.3,0
2026-06-01T01:05:30Z,363843067,2147483648,15.29,33.64,30.1,0.93,24.4,0
2026-06-01T01:06:00Z,393260306,2147483648,27.7,30.24,30.0,1.16,20.9,0
2026-06-01T01:06:30Z,369947053,2147483648,14.05,40.41,62.5,0.81,46.7,0
2026-06-01T01:07:00Z,449556997,2147483648,11.9,37.6,47.8,0.0,64.8,0
2026-06-01T01:07:30Z,418371436,2147483648,39.65,28.95,79.1,0.0,58.7,0
2026-06-01T01:08:00Z,383160688,2147483648,32.7,35.44,69.8,0.0,17.2,0
2026-06-01T01:08:30Z,376508607,2147483648,19.01,27.77,60.9,0.0,39.0,0
2026-06-01T01:09:00Z,407831058,2147483648,18.93,36.29,68.6,0.99,8.3,0
2026-06-01T01:09:30Z,364857822,2147483648,16.97,38.78,37.3,0.01,43.1,0
2026-06-01T01:10:00Z,355402509,2147483648,14.12,24.5,95.1,0.69,33.9,0
2026-06-01T01:10:30Z,403402239,2147483648,12.92,32.34,76.2,0.0,36.4,0
2026-06-01T01:11:00Z,471374295,2147483648,12.42,32.98,48.0,0.0,71.1,0
2026-06-01T01:11:30Z,375180526,2147483648,30.34,44.94,48.5,0.23,32.3,0
2026-06-01T01:12:00Z,362994847,2147483648,16.89,37.11,48.5,1.37,74.0,0
2026-06-01T01:12:30Z,340139953,2147483648,8.8,37.64,30.0,0.0,31.8,0
2026-06-01T01:13:00Z,333111600,2147483648,14.11,33.59,73.6,0.0,57.4,0
2026-06-01T01:13:30Z,396945075,2147483648,14.32,35.04,30.0,1.05,64.2,0
2026-06-01T01:14:00Z,407110448,2147483648,12.11,37.62,63.7,0.0,23.3,0
2026-06-01T01:14:30Z,376443989,2147483648,2.32,35.11,59.0,0.0,18.7,0
2026-06-01T01:15:00Z,386583247,2147483648,34.91,37.28,46.3,0.37,26.5,0
2026-06-01T01:15:30Z,377850870,2147483648,24.99,33.63,64.5,0.0,25.5,0
2026-06-01T01:16:00Z,377528689,2147483648,11.57,28.05,69.6,0.34,47.4,0
2026-06-01T01:16:30Z,318174226,2147483648,11.07,35.64,30.0,2.0,32.7,0
2026-06-01T01:17:00Z,354502464,2147483648,24.7,34.64,30.0,2.0,29.9,0
2026-06-01T01:17:30Z,373418699,2147483648,30.61,26.84,38.9,0.0,57.4,0
2026-06-01T01:18:00Z,341120614,2147483648,11.2,29.05,67.7,1.38,16.0,0
2026-06-01T01:18:30Z,350905822,2147483648,18.73,31.25,59.2,0.0,54.2,0
2026-06-01T01:19:00Z,337996603,2147483648,15.67,41.23,61.3,0.0,1.0,0
2026-06-01T01:19:30Z,354114535,2147483648,18.29,37.0,60.0,0.21,57.1,0
2026-06-01T01:20:00Z,394803582,2147483648,12.73,42.07,88.0,1.07,23.7,0
2026-06-01T01:20:30Z,349909695,2147483648,5.88,22.78,30.0,0.0,39.0,0
2026-06-01T01:21:00Z,357987642,2147483648,19.65,35.77,47.2,0.6,58.8,0
2026-06-01T01:21:30Z,391124786,2147483648,25.32,41.56,112.5,0.0,32.6,0
2026-06-01T01:22:00Z,384522046,2147483648,22.55,31.61,30.0,0.0,53.0,0
2026-06-01T01:22:30Z,420637190,2147483648,11.54,36.1,30.0,0.0,27.5,0
2026-06-01T01:23:00Z,293601280,2147483648,28.15,29.27,34.2,0.0,8.9,0
2026-06-01T01:23:30Z,390114588,2147483648,13.18,35.68,50.7,0.0,48.3,0
2026-06-01T01:24:00Z,342715154,2147483648,33.29,33.55,58.9,1.45,73.3,0
2026-06-01T01:24:30Z,363820891,2147483648,19.24,26.47,46.9,0.74,71.1,0
2026-06-01T01:25:00Z,387979780,2147483648,30.92,39.38,69.7,0.81,44.1,0
2026-06-01T01:25:30Z,396168034,2147483648,19.15,34.07,89.5,0.0,53.6,0
2026-06-01T01:26:00Z,394267948,2147483648,20.47,35.97,51.9,0.0,42.2,0
2026-06-01T01:26:30Z,362998084,2147483648,21.95,25.33,30.0,0.0,57.2,0
2026-06-01T01:27:00Z,413628616,2147483648,6.32,37.97,41.9,1.74,47.2,0
2026-06-01T01:27:30Z,347149984,2147483648,11.77,30.85,46.7,1.33,36.3,0
2026-06-01T01:28:00Z,351926125,2147483648,35.4,37.5,61.8,0.0,47.4,0
2026-06-01T01:28:30Z,384687076,2147483648,9.54,28.2,30.0,0.0,36.7,0
2026-06-01T01:29:00Z,337304027,2147483648,19.05,39.75,83.2,0.0,36.3,0
2026-06-01T01:29:30Z,432169118,2147483648,25.58,32.1,56.5,0.0,79.9,0
2026-06-01T01:30:00Z,392188069,2147483648,24.09,34.14,85.4,0.0,102.8,0
2026-06-01T01:30:30Z,432682535,2147483648,13.59,31.19,36.8,0.0,63.6,0
2026-06-01T01:31:00Z,355671440,2147483648,22.42,25.36,37.1,1.3,38.8,0
2026-06-01T01:31:30Z,343301685,2147483648,10.08,32.7,119.3,0.0,1.4,0
2026-06-01T01:32:00Z,362707172,2147483648,16.72,39.64,30.0,0.0,112.3,0
2026-06-01T01:32:30Z,382764260,2147483648,29.55,39.87,41.7,0.0,31.8,0
2026-06-01T01:33:00Z,336730453,2147483648,18.9,31.87,44.5,1.33,56.5,0
2026-06-01T01:33:30Z,370858911,2147483648,19.87,40.07,34.4,0.0,21.7,0
2026-06-01T01:34:00Z,357302524,2147483648,27.58,32.97,30.0,0.0,40.4,0
2026-06-01T01:34:30Z,414803035,2147483648,20.7,27.75,75.0,0.0,43.3,0
2026-06-01T01:35:00Z,335465038,2147483648,18.64,33.13,39.3,0.0,54.5,0
2026-06-01T01:35:30Z,395722340,2147483648,17.05,33.78,34.0,1.49,30.7,0
2026-06-01T01:36:00Z,337059873,2147483648,11.35,38.68,56.4,2.0,42.2,0
2026-06-01T01:36:30Z,326502328,2147483648,20.69,22.65,44.0,0.0,18.9,0
2026-06-01T01:37:00Z,335834118,2147483648,13.16,39.49,30.0,0.0,35.6,0
2026-06-01T01:37:30Z,319648420,2147483648,27.01,37.72,30.0,2.0,33.0,0
2026-06-01T01:38:00Z,367077352,2147483648,29.32,36.47,51.7,0.0,48.0,0
2026-06-01T01:38:30Z,398738771,2147483648,34.18,26.51,70.3,0.0,1.0,0
2026-06-01T01:39:00Z,369124137,2147483648,33.5,25.63,51.0,0.0,21.7,0
2026-06-01T01:39:30Z,385991386,2147483648,12.24,38.39,65.7,0.0,38.7,0
2026-06-01T01:40:00Z,422070889,2147483648,22.71,31.82,65.9,2.0,1.2,0
2026-06-01T01:40:30Z,375237844,2147483648,13.19,38.22,30.0,0.62,60.9,0
2026-06-01T01:41:00Z,373496492,2147483648,10.39,27.32,71.4,0.12,24.1,0
2026-06-01T01:41:30Z,357953712,2147483648,2.0,36.43,55.6,0.0,47.4,0
2026-06-01T01:42:00Z,312242971,2147483648,9.08,35.76,105.7,0.0,43.7,0
2026-06-01T01:42:30Z,396107786,2147483648,26.45,26.43,66.0,2.0,36.4,0
2026-06-01T01:43:00Z,309060488,2147483648,20.94,31.56,32.7,0.25,52.0,0
2026-06-01T01:43:30Z,394433468,2147483648,27.06,41.92,51.6,0.62,47.9,0
2026-06-01T01:44:00Z,372174558,2147483648,31.61,29.15,30.0,0.35,48.4,0
2026-06-01T01:44:30Z,413231141,2147483648,22.23,38.49,35.4,0.93,71.4,0
2026-06-01T01:45:00Z,372571128,2147483648,25.94,32.89,59.4,0.37,64.2,0
2026-06-01T01:45:30Z,347310869,2147483648,19.92,28.12,61.4,0.0,56.3,0
2026-06-01T01:46:00Z,389859201,2147483648,21.3,30.05,70.6,0.72,77.1,0
2026-06-01T01:46:30Z,358962397,2147483648,29.93,27.57,39.6,0.0,36.7,0
2026-06-01T01:47:00Z,373503495,2147483648,16.21,41.49,30.0,0.8,56.9,0
2026-06-01T01:47:30Z,382595920,2147483648,20.08,24.9,34.0,0.0,51.4,0
2026-06-01T01:48:00Z,377740909,2147483648,12.66,26.62,30.0,0.0,43.7,0
2026-06-01T01:48:30Z,377187121,2147483648,33.26,32.67,89.0,0.13,41.9,0
2026-06-01T01:49:00Z,356029100,2147483648,20.39,37.47,30.0,0.0,34.6,0
2026-06-01T01:49:30Z,379937950,2147483648,18.41,25.94,30.0,0.0,43.5,0
2026-06-01T01:50:00Z,313131198,2147483648,18.72,28.09,97.2,1.53,20.9,0
2026-06-01T01:50:30Z,383903543,2147483648,23.26,31.25,39.6,0.58,58.5,0
2026-06-01T01:51:00Z,348935827,2147483648,11.65,30.63,65.2,0.0,13.2,0
2026-06-01T01:51:30Z,431554212,2147483648,17.11,32.59,58.4,1.02,66.8,0
2026-06-01T01:52:00Z,438288179,2147483648,18.4,29.06,35.0,0.0,25.6,0
2026-06-01T01:52:30Z,327068137,2147483648,13.47,32.12,51.3,1.34,10.1,0
2026-06-01T01:53:00Z,401955925,2147483648,20.35,35.85,82.1,1.01,19.8,0
2026-06-01T01:53:30Z,394006351,2147483648,22.72,26.42,39.0,1.51,56.6,0
2026-06-01T01:54:00Z,363353684,2147483648,37.09,24.09,30.0,0.0,16.9,0
2026-06-01T01:54:30Z,420169559,2147483648,17.59,28.36,30.0,0.0,39.3,0
2026-06-01T01:55:00Z,386987779,2147483648,22.87,32.7,30.0,0.0,49.2,0
2026-06-01T01:55:30Z,342877319,2147483648,19.06,45.19,42.5,0.0,31.9,0
2026-06-01T01:56:00Z,397016044,2147483648,8.17,36.26,68.8,0.0,42.3,0
2026-06-01T01:56:30Z,402776272,2147483648,24.37,34.56,75.0,0.0,15.1,0
2026-06-01T01:57:00Z,413313480,2147483648,30.1,17.34,80.6,0.33,54.0,0
2026-06-01T01:57:30Z,368125247,2147483648,12.14,22.5,78.1,0.0,33.7,0
2026-06-01T01:58:00Z,434402870,2147483648,15.64,35.11,93.7,0.75,53.2,0
2026-06-01T01:58:30Z,440235178,2147483648,28.23,28.93,46.1,0.0,62.5,0
2026-06-01T01:59:00Z,376033751,2147483648,16.95,28.22,55.0,0.0,7.6,0
2026-06-01T01:59:30Z,394723543,2147483648,2.0,35.75,30.0,1.57,76.4,0
2026-06-01T02:00:00Z,416618594,2147483648,29.43,37.74,49.0,0.0,39.5,0
2026-06-01T02:00:30Z,401269924,2147483648,12.9,34.56,89.3,1.61,75.4,0
2026-06-01T02:01:00Z,483754505,2147483648,31.82,32.61,43.7,0.0,50.8,0
2026-06-01T02:01:30Z,431659643,2147483648,10.35,22.57,67.9,0.0,44.4,0
2026-06-01T02:02:00Z,390636391,2147483648,21.46,30.54,47.1,1.44,100.7,0
2026-06-01T02:02:30Z,400058585,2147483648,28.92,35.86,57.7,0.85,55.3,0
2026-06-01T02:03:00Z,427260946,2147483648,17.72,30.55,33.6,0.0,37.9,0
2026-06-01T02:03:30Z,511247926,2147483648,27.14,24.08,59.1,0.91,45.3,0
2026-06-01T02:04:00Z,426271821,2147483648,16.65,19.36,30.0,0.0,45.1,0
2026-06-01T02:04:30Z,438579187,2147483648,13.85,29.69,57.0,0.0,79.7,0
2026-06-01T02:05:00Z,453705474,2147483648,12.56,34.25,30.0,0.25,31.4,0
2026-06-01T02:05:30Z,435894692,2147483648,16.9,27.69,34.8,0.0,52.9,0
2026-06-01T02:06:00Z,518695198,2147483648,17.37,30.35,74.6,0.0,52.5,0
2026-06-01T02:06:30Z,421828338,2147483648,30.98,33.46,30.0,0.73,33.5,0
2026-06-01T02:07:00Z,468024071,2147483648,20.1,28.79,63.5,0.38,48.1,0
2026-06-01T02:07:30Z,449122088,2147483648,14.1,30.7,70.5,0.0,30.8,0
2026-06-01T02:08:00Z,466761929,2147483648,22.61,28.14,30.0,0.76,56.7,0
2026-06-01T02:08:30Z,405333312,2147483648,21.8,27.58,30.0,0.43,65.6,0
2026-06-01T02:09:00Z,509876956,2147483648,30.26,33.67,30.0,2.0,69.9,0
2026-06-01T02:09:30Z,445197170,2147483648,17.68,34.08,68.6,0.0,38.2,0
2026-06-01T02:10:00Z,452083394,2147483648,24.36,30.12,45.4,0.0,58.2,0
2026-06-01T02:10:30Z,419578998,2147483648,16.66,24.02,56.5,0.43,50.0,0
2026-06-01T02:11:00Z,428156790,2147483648,12.29,33.27,91.8,1.36,53.7,0
2026-06-01T02:11:30Z,474813979,2147483648,18.29,35.22,38.7,0.0,61.4,0
2026-06-01T02:12:00Z,490938146,2147483648,14.37,34.8,77.2,0.77,32.4,0
2026-06-01T02:12:30Z,484094271,2147483648,21.7,34.69,48.2,0.19,71.3,0
2026-06-01T02:13:00Z,501337774,2147483648,26.91,31.16,43.3,0.21,84.6,0
2026-06-01T02:13:30Z,485297250,2147483648,4.36,29.95,30.0,0.87,67.9,0
2026-06-01T02:14:00Z,462524621,2147483648,15.36,33.83,30.0,0.0,51.3,0
2026-06-01T02:14:30Z,492016334,2147483648,12.73,34.19,109.7,0.0,30.2,0
2026-06-01T02:15:00Z,484693825,2147483648,13.61,34.14,56.0,0.8,51.9,0
2026-06-01T02:15:30Z,461546875,2147483648,25.74,26.79,30.0,0.99,76.8,0
2026-06-01T02:16:00Z,491597574,2147483648,19.12,21.96,82.7,2.0,58.2,0
2026-06-01T02:16:30Z,512270415,2147483648,9.67,32.88,66.7,0.05,1.0,0
2026-06-01T02:17:00Z,476534192,2147483648,22.68,32.7,70.3,1.73,85.2,0
2026-06-01T02:17:30Z,456876697,2147483648,24.58,32.36,71.5,0.47,67.7,0
2026-06-01T02:18:00Z,495484246,2147483648,25.49,33.61,30.0,2.0,61.2,0
2026-06-01T02:18:30Z,537805197,2147483648,25.68,23.29,30.0,0.62,60.2,0
2026-06-01T02:19:00Z,464825318,2147483648,15.94,27.78,42.5,0.0,68.2,0
2026-06-01T02:19:30Z,469843044,2147483648,7.85,34.1,56.3,0.0,91.3,0
2026-06-01T02:20:00Z,469142093,2147483648,22.55,28.51,49.5,0.13,39.9,0
2026-06-01T02:20:30Z,517526401,2147483648,20.85,30.01,70.5,0.73,8.4,0
2026-06-01T02:21:00Z,411185744,2147483648,23.45,37.98,30.0,0.0,64.2,0
2026-06-01T02:21:30Z,489020744,2147483648,14.17,34.58,76.2,1.64,59.6,0
2026-06-01T02:22:00Z,518634947,2147483648,10.07,28.34,30.0,0.67,71.0,0
2026-06-01T02:22:30Z,449087463,2147483648,12.29,32.25,52.4,0.11,33.4,0
2026-06-01T02:23:00Z,530280411,2147483648,11.33,27.19,63.3,0.0,75.5,0
2026-06-01T02:23:30Z,497472089,2147483648,24.01,32.93,64.2,0.0,54.2,0
2026-06-01T02:24:00Z,460049445,2147483648,20.68,24.1,66.1,0.0,39.5,0
2026-06-01T02:24:30Z,486899015,2147483648,27.47,22.53,52.6,2.0,26.0,0
2026-06-01T02:25:00Z,426493974,2147483648,18.86,38.28,50.6,0.0,46.5,0
2026-06-01T02:25:30Z,460811639,2147483648,32.25,35.72,30.0,1.24,35.3,0
2026-06-01T02:26:00Z,544911759,2147483648,18.18,26.23,51.4,1.77,82.0,0
2026-06-01T02:26:30Z,450008308,2147483648,21.0,33.08,43.5,0.0,56.1,0
2026-06-01T02:27:00Z,546130387,2147483648,20.01,18.7,56.8,0.0,33.5,0
2026-06-01T02:27:30Z,478951641,2147483648,24.04,30.91,32.6,0.0,65.4,0
2026-06-01T02:28:00Z,516813508,2147483648,29.53,36.25,30.0,2.0,43.6,0
2026-06-01T02:28:30Z,483687411,2147483648,30.22,34.4,82.2,0.0,54.9,0
2026-06-01T02:29:00Z,403806883,2147483648,26.51,31.45,30.0,0.0,58.0,0
2026-06-01T02:29:30Z,462280604,2147483648,13.36,30.34,40.8,0.59,43.6,0
